PeriodEnd,Temp_Aire_ºC,RH_%,WS_10m_ms,Zenith_º
2020-07-01 11:00:00,24.8,43.2,5.7,31.0
2020-07-01 11:10:00,24.9,43.6,5.7,28.0
2020-07-01 11:20:00,24.9,44.3,5.6,26.0
2020-07-01 11:30:00,25.0,45.1,5.5,24.0
2020-07-01 11:40:00,25.1,45.9,5.4,22.0
2020-07-01 11:50:00,25.1,46.6,5.3,20.0
2020-07-01 12:00:00,25.2,47.3,5.3,17.0
2020-07-01 12:10:00,25.3,47.7,5.2,15.0
2020-07-01 12:20:00,25.3,47.7,5.3,13.0
2020-07-01 12:30:00,25.3,47.6,5.4,11.0
2020-07-01 12:40:00,25.4,47.6,5.5,9.0
2020-07-01 12:50:00,25.4,47.5,5.6,7.0
2020-07-01 13:00:00,25.4,47.5,5.7,6.0
2020-07-01 13:10:00,25.5,47.5,5.7,5.0
2020-07-01 13:20:00,25.5,47.6,5.8,5.0
2020-07-01 13:30:00,25.5,47.8,5.9,6.0
2020-07-01 13:40:00,25.6,47.9,5.9,8.0
2020-07-01 13:50:00,25.6,48.1,6.0,10.0
2020-07-01 14:00:00,25.6,48.2,6.1,12.0
2020-07-01 14:10:00,25.7,48.2,6.1,14.0
2020-07-01 14:20:00,25.7,48.1,6.2,16.0
2020-07-01 14:30:00,25.8,47.9,6.2,18.0
2020-07-01 14:40:00,25.9,47.8,6.3,20.0
2020-07-01 14:50:00,25.9,47.7,6.3,22.0
2020-07-01 15:00:00,26.0,47.6,6.4,24.0
2020-07-01 15:10:00,26.0,47.5,6.4,27.0
2020-07-01 15:20:00,26.0,47.7,6.5,29.0
2020-07-01 15:30:00,26.0,47.8,6.6,31.0
2020-07-01 15:40:00,26.0,48.0,6.6,33.0
2020-07-01 15:50:00,26.1,48.1,6.7,35.0
2020-07-01 16:00:00,26.0,48.3,6.8,38.0
2020-07-01 16:10:00,26.0,48.5,6.9,40.0
2020-07-01 16:20:00,26.0,48.8,7.1,42.0
2020-07-01 16:30:00,25.9,49.1,7.2,44.0
2020-07-01 16:40:00,25.9,49.5,7.4,46.0
2020-07-01 16:50:00,25.8,49.8,7.5,49.0
2020-07-01 17:00:00,25.8,50.3,7.6,51.0
2020-07-01 17:10:00,25.6,51.0,7.7,53.0
2020-07-01 17:20:00,25.4,52.3,7.6,55.0
2020-07-01 17:30:00,25.2,53.7,7.6,57.0
2020-07-01 17:40:00,24.9,55.1,7.5,59.0
2020-07-01 17:50:00,24.7,56.5,7.5,62.0
2020-07-01 18:00:00,24.5,57.7,7.4,64.0
2020-07-01 18:10:00,24.4,58.4,7.3,66.0
2020-07-01 18:20:00,24.4,58.0,7.0,68.0
2020-07-01 18:30:00,24.4,57.6,6.8,70.0
2020-07-01 18:40:00,24.4,57.1,6.5,72.0
2020-07-01 18:50:00,24.5,56.7,6.3,74.0
2020-07-01 19:00:00,24.4,56.3,6.0,76.0
2020-07-01 19:10:00,24.4,56.0,5.8,79.0
2020-07-01 19:20:00,24.3,55.8,5.7,81.0
2020-07-01 19:30:00,24.2,55.7,5.7,83.0
2020-07-01 19:40:00,24.1,55.6,5.6,85.0
2020-07-01 19:50:00,24.0,55.4,5.5,87.0
2020-07-01 20:00:00,23.9,55.3,5.4,89.0
2020-07-01 20:10:00,23.8,55.1,5.3,91.0
2020-07-01 20:20:00,23.7,54.8,5.3,93.0
2020-07-01 20:30:00,23.6,54.6,5.2,95.0
2020-07-01 20:40:00,23.5,54.4,5.2,96.0
2020-07-01 20:50:00,23.5,54.1,5.1,98.0
2020-07-01 21:00:00,23.4,53.8,5.1,100.0
2020-07-01 21:10:00,23.4,53.3,5.0,102.0
2020-07-01 21:20:00,23.4,52.5,5.0,104.0
2020-07-01 21:30:00,23.5,51.7,5.0,106.0
2020-07-01 21:40:00,23.5,51.0,4.9,107.0
2020-07-01 21:50:00,23.6,50.2,4.9,109.0
2020-07-01 22:00:00,23.6,49.7,4.9,111.0
2020-07-01 22:10:00,23.6,49.4,4.8,112.0
2020-07-01 22:20:00,23.5,49.9,4.8,114.0
2020-07-01 22:30:00,23.4,50.4,4.8,115.0
2020-07-01 22:40:00,23.3,50.9,4.8,117.0
2020-07-01 22:50:00,23.2,51.4,4.8,118.0
2020-07-01 23:00:00,23.1,51.9,4.9,119.0
2020-07-01 23:10:00,23.0,52.3,4.9,121.0
2020-07-01 23:20:00,22.9,52.6,4.9,122.0
2020-07-01 23:30:00,22.8,52.8,5.0,123.0
2020-07-01 23:40:00,22.7,53.0,5.0,124.0
2020-07-01 23:50:00,22.6,53.2,5.0,125.0
2020-07-02 00:00:00,22.5,53.3,5.1,126.0
2020-07-02 00:10:00,22.4,53.3,5.1,126.0
2020-07-02 00:20:00,22.5,52.9,5.2,127.0
2020-07-02 00:30:00,22.5,52.5,5.2,128.0
2020-07-02 00:40:00,22.5,52.1,5.3,128.0
2020-07-02 00:50:00,22.5,51.7,5.3,128.0
2020-07-02 01:00:00,22.5,51.3,5.4,129.0
2020-07-02 01:10:00,22.5,51.0,5.4,129.0
2020-07-02 01:20:00,22.5,50.8,5.5,129.0
2020-07-02 01:30:00,22.5,50.5,5.6,129.0
2020-07-02 01:40:00,22.5,50.3,5.7,128.0
2020-07-02 01:50:00,22.5,50.1,5.7,128.0
2020-07-02 02:00:00,22.5,49.9,5.8,128.0
2020-07-02 02:10:00,22.4,49.8,5.9,127.0
2020-07-02 02:20:00,22.4,49.9,6.0,126.0
2020-07-02 02:30:00,22.4,50.0,6.0,126.0
2020-07-02 02:40:00,22.3,50.1,6.1,125.0
2020-07-02 02:50:00,22.3,50.2,6.2,124.0
2020-07-02 03:00:00,22.2,50.4,6.3,123.0
2020-07-02 03:10:00,22.2,50.8,6.3,122.0
2020-07-02 03:20:00,22.1,51.5,6.4,120.0
2020-07-02 03:30:00,21.9,52.2,6.5,119.0
2020-07-02 03:40:00,21.8,53.0,6.6,118.0
2020-07-02 03:50:00,21.7,53.7,6.6,116.0
2020-07-02 04:00:00,21.6,54.5,6.7,115.0
2020-07-02 04:10:00,21.5,55.1,6.7,113.0
2020-07-02 04:20:00,21.5,55.6,6.6,112.0
2020-07-02 04:30:00,21.5,56.0,6.5,110.0
2020-07-02 04:40:00,21.5,56.5,6.4,109.0
2020-07-02 04:50:00,21.5,56.9,6.3,107.0
2020-07-02 05:00:00,21.4,57.2,6.2,105.0
2020-07-02 05:10:00,21.4,57.3,6.2,103.0
2020-07-02 05:20:00,21.3,56.9,6.1,102.0
2020-07-02 05:30:00,21.2,56.4,6.1,100.0
2020-07-02 05:40:00,21.2,56.0,6.0,98.0
2020-07-02 05:50:00,21.1,55.5,6.0,96.0
2020-07-02 06:00:00,21.1,55.0,5.9,94.0
2020-07-02 06:10:00,21.1,54.5,5.9,92.0
2020-07-02 06:20:00,21.3,53.8,5.9,90.0
2020-07-02 06:30:00,21.5,53.1,5.9,88.0
2020-07-02 06:40:00,21.7,52.4,5.9,86.0
2020-07-02 06:50:00,21.9,51.8,5.9,84.0
2020-07-02 07:00:00,22.1,51.0,5.9,82.0
2020-07-02 07:10:00,22.4,50.2,6.0,80.0
2020-07-02 07:20:00,22.7,49.1,6.2,78.0
2020-07-02 07:30:00,23.1,47.9,6.3,76.0
2020-07-02 07:40:00,23.5,46.8,6.5,74.0
2020-07-02 07:50:00,23.9,45.8,6.6,72.0
2020-07-02 08:00:00,24.3,44.8,6.8,70.0
2020-07-02 08:10:00,24.6,43.9,6.9,68.0
2020-07-02 08:20:00,24.8,43.2,6.9,65.0
2020-07-02 08:30:00,25.1,42.6,6.9,63.0
2020-07-02 08:40:00,25.3,41.9,7.0,61.0
2020-07-02 08:50:00,25.5,41.3,7.0,59.0
2020-07-02 09:00:00,25.7,40.7,7.1,57.0
2020-07-02 09:10:00,25.9,40.2,7.1,55.0
2020-07-02 09:20:00,26.0,39.8,7.3,53.0
2020-07-02 09:30:00,26.1,39.4,7.5,50.0
2020-07-02 09:40:00,26.2,39.0,7.7,48.0
2020-07-02 09:50:00,26.3,38.6,7.9,46.0
2020-07-02 10:00:00,26.4,38.3,8.1,44.0
2020-07-02 10:10:00,26.4,38.2,8.2,42.0
2020-07-02 10:20:00,26.4,38.4,8.3,39.0
2020-07-02 10:30:00,26.4,38.6,8.5,37.0
2020-07-02 10:40:00,26.3,38.8,8.6,35.0
2020-07-02 10:50:00,26.3,39.0,8.7,33.0
2020-07-02 11:00:00,26.2,39.3,8.8,31.0
2020-07-02 11:10:00,26.2,39.7,8.9,28.0
2020-07-02 11:20:00,26.1,40.4,8.9,26.0
2020-07-02 11:30:00,26.1,41.2,8.9,24.0
2020-07-02 11:40:00,26.0,42.0,8.9,22.0
2020-07-02 11:50:00,26.0,42.8,9.0,20.0
2020-07-02 12:00:00,26.0,43.4,9.0,17.0
2020-07-02 12:10:00,26.0,44.0,9.1,15.0
2020-07-02 12:20:00,26.0,44.2,9.2,13.0
2020-07-02 12:30:00,26.1,44.3,9.4,11.0
2020-07-02 12:40:00,26.2,44.5,9.6,9.0
2020-07-02 12:50:00,26.2,44.6,9.7,7.0
2020-07-02 13:00:00,26.3,44.7,9.8,6.0
2020-07-02 13:10:00,26.3,44.9,9.9,5.0
2020-07-02 13:20:00,26.3,44.9,9.9,5.0
2020-07-02 13:30:00,26.3,45.0,9.9,6.0
2020-07-02 13:40:00,26.3,45.0,9.8,8.0
2020-07-02 13:50:00,26.3,45.1,9.8,10.0
2020-07-02 14:00:00,26.3,45.1,9.7,12.0
2020-07-02 14:10:00,26.3,44.9,9.7,14.0
2020-07-02 14:20:00,26.4,44.6,9.5,16.0
2020-07-02 14:30:00,26.5,44.2,9.4,18.0
2020-07-02 14:40:00,26.6,43.8,9.3,20.0
2020-07-02 14:50:00,26.7,43.4,9.1,22.0
2020-07-02 15:00:00,26.8,43.0,9.0,24.0
2020-07-02 15:10:00,26.8,42.8,9.0,27.0
2020-07-02 15:20:00,26.9,42.7,9.1,29.0
2020-07-02 15:30:00,26.9,42.6,9.1,31.0
2020-07-02 15:40:00,26.9,42.6,9.2,33.0
2020-07-02 15:50:00,27.0,42.5,9.3,35.0
2020-07-02 16:00:00,27.0,42.4,9.4,38.0
2020-07-02 16:10:00,27.0,42.5,9.4,40.0
2020-07-02 16:20:00,26.9,42.7,9.5,42.0
2020-07-02 16:30:00,26.9,42.8,9.5,44.0
2020-07-02 16:40:00,26.8,43.0,9.6,46.0
2020-07-02 16:50:00,26.8,43.2,9.6,49.0
2020-07-02 17:00:00,26.7,43.5,9.6,51.0
2020-07-02 17:10:00,26.6,43.9,9.6,53.0
2020-07-02 17:20:00,26.4,44.6,9.4,55.0
2020-07-02 17:30:00,26.3,45.4,9.2,57.0
2020-07-02 17:40:00,26.1,46.2,9.0,59.0
2020-07-02 17:50:00,25.9,46.9,8.8,62.0
2020-07-02 18:00:00,25.8,47.6,8.6,64.0
2020-07-02 18:10:00,25.7,48.0,8.5,66.0
2020-07-02 18:20:00,25.7,48.1,8.5,68.0
2020-07-02 18:30:00,25.7,48.0,8.5,70.0
2020-07-02 18:40:00,25.7,48.0,8.5,72.0
2020-07-02 18:50:00,25.7,48.0,8.6,74.0
2020-07-02 19:00:00,25.7,48.1,8.6,76.0
2020-07-02 19:10:00,25.6,48.5,8.6,78.0
2020-07-02 19:20:00,25.3,49.2,8.5,81.0
2020-07-02 19:30:00,25.1,50.1,8.4,83.0
2020-07-02 19:40:00,24.9,50.9,8.4,85.0
2020-07-02 19:50:00,24.6,51.8,8.3,87.0
2020-07-02 20:00:00,24.4,52.5,8.3,89.0
2020-07-02 20:10:00,24.2,53.1,8.3,91.0
2020-07-02 20:20:00,24.1,53.3,8.4,93.0
2020-07-02 20:30:00,23.9,53.5,8.5,95.0
2020-07-02 20:40:00,23.8,53.6,8.5,96.0
2020-07-02 20:50:00,23.6,53.8,8.6,98.0
2020-07-02 21:00:00,23.5,53.8,8.7,100.0
2020-07-02 21:10:00,23.4,53.8,8.6,102.0
2020-07-02 21:20:00,23.3,53.4,8.5,104.0
2020-07-02 21:30:00,23.2,52.9,8.4,106.0
2020-07-02 21:40:00,23.2,52.5,8.2,107.0
2020-07-02 21:50:00,23.1,52.1,8.1,109.0
2020-07-02 22:00:00,23.0,51.7,8.0,111.0
2020-07-02 22:10:00,22.9,51.4,7.9,112.0
2020-07-02 22:20:00,22.9,51.2,8.0,114.0
2020-07-02 22:30:00,22.8,51.0,8.1,115.0
2020-07-02 22:40:00,22.7,50.9,8.2,117.0
2020-07-02 22:50:00,22.7,50.7,8.3,118.0
2020-07-02 23:00:00,22.6,50.6,8.3,119.0
2020-07-02 23:10:00,22.5,50.7,8.3,121.0
2020-07-02 23:20:00,22.4,51.1,8.0,122.0
2020-07-02 23:30:00,22.3,51.5,7.6,123.0
2020-07-02 23:40:00,22.2,51.9,7.3,124.0
2020-07-02 23:50:00,22.1,52.4,7.0,125.0
2020-07-03 00:00:00,22.0,52.6,6.8,126.0
2020-07-03 00:10:00,22.0,52.7,6.7,126.0
2020-07-03 00:20:00,22.1,52.2,6.8,127.0
2020-07-03 00:30:00,22.2,51.7,7.0,128.0
2020-07-03 00:40:00,22.3,51.3,7.1,128.0
2020-07-03 00:50:00,22.5,50.8,7.3,128.0
2020-07-03 01:00:00,22.5,50.6,7.5,129.0
2020-07-03 01:10:00,22.5,50.7,7.6,129.0
2020-07-03 01:20:00,22.4,51.6,7.8,129.0
2020-07-03 01:30:00,22.2,52.6,8.0,129.0
2020-07-03 01:40:00,22.0,53.6,8.2,128.0
2020-07-03 01:50:00,21.8,54.7,8.4,128.0
2020-07-03 02:00:00,21.7,55.5,8.5,128.0
2020-07-03 02:10:00,21.6,55.9,8.6,127.0
2020-07-03 02:20:00,21.6,55.4,8.6,126.0
2020-07-03 02:30:00,21.7,54.9,8.5,126.0
2020-07-03 02:40:00,21.7,54.3,8.5,125.0
2020-07-03 02:50:00,21.8,53.8,8.5,124.0
2020-07-03 03:00:00,21.8,53.3,8.4,123.0
2020-07-03 03:10:00,21.8,52.7,8.4,122.0
2020-07-03 03:20:00,21.8,52.0,8.4,121.0
2020-07-03 03:30:00,21.9,51.4,8.4,119.0
2020-07-03 03:40:00,21.9,50.7,8.3,118.0
2020-07-03 03:50:00,21.9,50.1,8.3,117.0
2020-07-03 04:00:00,21.9,49.5,8.3,115.0
2020-07-03 04:10:00,21.9,48.9,8.2,114.0
2020-07-03 04:20:00,22.0,48.3,8.2,112.0
2020-07-03 04:30:00,22.0,47.7,8.1,110.0
2020-07-03 04:40:00,22.0,47.1,8.1,109.0
2020-07-03 04:50:00,22.0,46.5,8.0,107.0
2020-07-03 05:00:00,22.0,46.2,8.0,105.0
2020-07-03 05:10:00,22.0,46.2,8.0,104.0
2020-07-03 05:20:00,21.9,46.9,8.0,102.0
2020-07-03 05:30:00,21.9,47.6,8.0,100.0
2020-07-03 05:40:00,21.8,48.4,8.1,98.0
2020-07-03 05:50:00,21.7,49.1,8.1,96.0
2020-07-03 06:00:00,21.7,49.7,8.2,94.0
2020-07-03 06:10:00,21.7,50.1,8.2,92.0
2020-07-03 06:20:00,21.8,50.0,8.3,90.0
2020-07-03 06:30:00,21.9,49.8,8.3,88.0
2020-07-03 06:40:00,22.1,49.7,8.4,86.0
2020-07-03 06:50:00,22.2,49.5,8.5,84.0
2020-07-03 07:00:00,22.3,49.2,8.5,82.0
2020-07-03 07:10:00,22.5,48.7,8.6,80.0
2020-07-03 07:20:00,22.8,47.8,8.6,78.0
2020-07-03 07:30:00,23.1,46.9,8.7,76.0
2020-07-03 07:40:00,23.4,46.0,8.7,74.0
2020-07-03 07:50:00,23.7,45.2,8.8,72.0
2020-07-03 08:00:00,24.0,44.3,8.8,70.0
2020-07-03 08:10:00,24.2,43.3,8.8,68.0
2020-07-03 08:20:00,24.5,42.2,8.9,66.0
2020-07-03 08:30:00,24.7,41.2,8.9,63.0
2020-07-03 08:40:00,25.0,40.1,8.9,61.0
2020-07-03 08:50:00,25.2,39.1,9.0,59.0
2020-07-03 09:00:00,25.4,38.2,9.0,57.0
2020-07-03 09:10:00,25.6,37.5,9.0,55.0
2020-07-03 09:20:00,25.8,37.0,9.0,53.0
2020-07-03 09:30:00,25.9,36.5,9.0,50.0
2020-07-03 09:40:00,26.1,36.0,9.0,48.0
2020-07-03 09:50:00,26.2,35.6,9.0,46.0
2020-07-03 10:00:00,26.4,35.3,9.0,44.0
2020-07-03 10:10:00,26.5,35.1,9.0,42.0
2020-07-03 10:20:00,26.5,35.4,9.1,39.0
2020-07-03 10:30:00,26.5,35.6,9.2,37.0
2020-07-03 10:40:00,26.6,35.9,9.3,35.0
2020-07-03 10:50:00,26.6,36.2,9.4,33.0
2020-07-03 11:00:00,26.6,36.6,9.4,31.0
2020-07-03 11:10:00,26.6,37.1,9.5,28.0
2020-07-03 11:20:00,26.5,38.0,9.5,26.0
2020-07-03 11:30:00,26.5,38.9,9.5,24.0
2020-07-03 11:40:00,26.4,39.8,9.6,22.0
2020-07-03 11:50:00,26.3,40.7,9.6,20.0
2020-07-03 12:00:00,26.3,41.6,9.6,18.0
2020-07-03 12:10:00,26.3,42.2,9.7,15.0
2020-07-03 12:20:00,26.3,42.5,9.8,13.0
2020-07-03 12:30:00,26.3,42.7,9.8,11.0
2020-07-03 12:40:00,26.3,42.9,9.9,9.0
2020-07-03 12:50:00,26.3,43.1,10.0,8.0
2020-07-03 13:00:00,26.3,43.3,10.0,6.0
2020-07-03 13:10:00,26.3,43.7,10.1,5.0
2020-07-03 13:20:00,26.3,44.2,10.1,6.0
2020-07-03 13:30:00,26.2,44.8,10.0,6.0
2020-07-03 13:40:00,26.2,45.3,10.0,8.0
2020-07-03 13:50:00,26.1,45.9,10.0,10.0
2020-07-03 14:00:00,26.1,46.4,10.0,12.0
2020-07-03 14:10:00,26.0,46.8,10.0,14.0
2020-07-03 14:20:00,26.0,46.9,10.0,16.0
2020-07-03 14:30:00,26.0,47.0,10.0,18.0
2020-07-03 14:40:00,26.0,47.0,10.1,20.0
2020-07-03 14:50:00,26.0,47.1,10.1,22.0
2020-07-03 15:00:00,26.0,47.2,10.1,24.0
2020-07-03 15:10:00,26.0,47.4,10.1,27.0
2020-07-03 15:20:00,25.9,47.7,10.1,29.0
2020-07-03 15:30:00,25.8,48.0,10.1,31.0
2020-07-03 15:40:00,25.8,48.4,10.1,33.0
2020-07-03 15:50:00,25.7,48.7,10.1,35.0
2020-07-03 16:00:00,25.6,49.1,10.2,38.0
2020-07-03 16:10:00,25.5,49.7,10.2,40.0
2020-07-03 16:20:00,25.3,50.7,10.2,42.0
2020-07-03 16:30:00,25.1,51.7,10.2,44.0
2020-07-03 16:40:00,24.9,52.7,10.2,46.0
2020-07-03 16:50:00,24.7,53.8,10.3,49.0
2020-07-03 17:00:00,24.5,54.8,10.3,51.0
2020-07-03 17:10:00,24.3,55.6,10.2,53.0
2020-07-03 17:20:00,24.2,56.0,9.9,55.0
2020-07-03 17:30:00,24.1,56.5,9.6,57.0
2020-07-03 17:40:00,24.1,56.9,9.4,59.0
2020-07-03 17:50:00,24.0,57.3,9.1,62.0
2020-07-03 18:00:00,23.9,57.6,8.9,64.0
2020-07-03 18:10:00,23.8,57.8,8.8,66.0
2020-07-03 18:20:00,23.8,57.4,8.8,68.0
2020-07-03 18:30:00,23.7,57.1,8.8,70.0
2020-07-03 18:40:00,23.7,56.8,8.8,72.0
2020-07-03 18:50:00,23.7,56.4,8.8,74.0
2020-07-03 19:00:00,23.6,56.2,8.8,76.0
2020-07-03 19:10:00,23.5,56.2,8.8,78.0
2020-07-03 19:20:00,23.3,56.7,8.8,81.0
2020-07-03 19:30:00,23.1,57.2,8.7,83.0
2020-07-03 19:40:00,22.9,57.8,8.7,85.0
2020-07-03 19:50:00,22.7,58.3,8.7,87.0
2020-07-03 20:00:00,22.5,58.8,8.7,89.0
2020-07-03 20:10:00,22.4,59.2,8.7,91.0
2020-07-03 20:20:00,22.2,59.4,8.6,93.0
2020-07-03 20:30:00,22.1,59.6,8.5,95.0
2020-07-03 20:40:00,22.0,59.9,8.5,96.0
2020-07-03 20:50:00,21.9,60.1,8.4,98.0
2020-07-03 21:00:00,21.8,60.3,8.3,100.0
2020-07-03 21:10:00,21.7,60.4,8.3,102.0
2020-07-03 21:20:00,21.6,60.5,8.3,104.0
2020-07-03 21:30:00,21.6,60.5,8.4,106.0
2020-07-03 21:40:00,21.5,60.6,8.4,107.0
2020-07-03 21:50:00,21.5,60.6,8.5,109.0
2020-07-03 22:00:00,21.4,60.6,8.5,111.0
2020-07-03 22:10:00,21.4,60.6,8.5,112.0
2020-07-03 22:20:00,21.4,60.4,8.5,114.0
2020-07-03 22:30:00,21.4,60.3,8.5,115.0
2020-07-03 22:40:00,21.4,60.1,8.4,117.0
2020-07-03 22:50:00,21.4,60.0,8.4,118.0
2020-07-03 23:00:00,21.4,59.7,8.4,119.0
2020-07-03 23:10:00,21.4,59.3,8.3,121.0
2020-07-03 23:20:00,21.4,58.5,8.1,122.0
2020-07-03 23:30:00,21.4,57.8,8.0,123.0
2020-07-03 23:40:00,21.3,57.0,7.8,124.0
2020-07-03 23:50:00,21.3,56.3,7.6,125.0
2020-07-04 00:00:00,21.3,55.7,7.5,126.0
2020-07-04 00:10:00,21.3,55.3,7.4,127.0
2020-07-04 00:20:00,21.3,55.4,7.4,127.0
2020-07-04 00:30:00,21.3,55.5,7.5,128.0
2020-07-04 00:40:00,21.3,55.6,7.5,128.0
2020-07-04 00:50:00,21.3,55.7,7.6,129.0
2020-07-04 01:00:00,21.3,55.9,7.6,129.0
2020-07-04 01:10:00,21.3,56.2,7.7,129.0
2020-07-04 01:20:00,21.2,56.8,7.9,129.0
2020-07-04 01:30:00,21.1,57.4,8.1,129.0
2020-07-04 01:40:00,21.0,58.0,8.2,129.0
2020-07-04 01:50:00,20.9,58.6,8.4,128.0
2020-07-04 02:00:00,20.9,59.0,8.5,128.0
2020-07-04 02:10:00,20.9,59.3,8.6,127.0
2020-07-04 02:20:00,20.9,59.1,8.6,126.0
2020-07-04 02:30:00,20.9,58.9,8.6,126.0
2020-07-04 02:40:00,21.0,58.6,8.6,125.0
2020-07-04 02:50:00,21.0,58.4,8.6,124.0
2020-07-04 03:00:00,21.1,58.2,8.6,123.0
2020-07-04 03:10:00,21.1,58.2,8.6,122.0
2020-07-04 03:20:00,21.0,58.5,8.7,121.0
2020-07-04 03:30:00,21.0,58.8,8.7,119.0
2020-07-04 03:40:00,20.9,59.0,8.7,118.0
2020-07-04 03:50:00,20.9,59.3,8.7,117.0
2020-07-04 04:00:00,20.8,59.7,8.8,115.0
2020-07-04 04:10:00,20.7,60.2,8.8,114.0
2020-07-04 04:20:00,20.7,60.8,8.8,112.0
2020-07-04 04:30:00,20.6,61.6,8.9,110.0
2020-07-04 04:40:00,20.5,62.3,8.9,109.0
2020-07-04 04:50:00,20.4,63.0,8.9,107.0
2020-07-04 05:00:00,20.3,63.6,9.0,105.0
2020-07-04 05:10:00,20.2,64.1,9.0,104.0
2020-07-04 05:20:00,20.1,64.1,9.0,102.0
2020-07-04 05:30:00,20.0,64.1,9.0,100.0
2020-07-04 05:40:00,19.8,64.1,9.0,98.0
2020-07-04 05:50:00,19.7,64.1,8.9,96.0
2020-07-04 06:00:00,19.6,64.2,9.0,94.0
2020-07-04 06:10:00,19.5,64.2,9.0,92.0
2020-07-04 06:20:00,19.6,64.3,9.1,90.0
2020-07-04 06:30:00,19.6,64.3,9.2,88.0
2020-07-04 06:40:00,19.7,64.4,9.3,86.0
2020-07-04 06:50:00,19.8,64.5,9.4,84.0
2020-07-04 07:00:00,19.9,64.4,9.5,82.0
2020-07-04 07:10:00,20.0,64.2,9.6,80.0
2020-07-04 07:20:00,20.1,63.5,9.6,78.0
2020-07-04 07:30:00,20.3,62.9,9.5,76.0
2020-07-04 07:40:00,20.5,62.2,9.5,74.0
