time_series,Generacion_no_renovable_MW,Generacion_renovable_MW,Demanda_real_MW,Generacion_FV_MW,Generacion_TV_MW,Generacion_CC_MW,Generacion_EO_MW,Generacion_TG_MW,Generacion_MD_MW,Demanda_programada_MW,Precio_generacion_€MWh
2020-04-01 03:50:00,226.2,0.5,226.7,0.0,32.0,176.5,0.5,0.0,17.7,226.0,175.82
2020-04-01 04:00:00,226.6,2.0,228.6,0.0,32.0,176.9,2.0,0.0,17.7,227.8,175.01
2020-04-01 04:10:00,226.3,1.1,227.4,0.0,32.1,176.3,1.1,0.0,17.9,227.8,175.01
2020-04-01 04:20:00,225.2,2.0,227.2,0.0,32.2,175.3,2.0,0.0,17.7,227.8,175.01
2020-04-01 04:30:00,223.2,3.0,226.2,0.0,32.1,173.2,3.0,0.0,17.9,227.8,175.01
2020-04-01 04:40:00,222.1,4.2,226.3,0.0,31.9,172.6,4.2,0.0,17.6,227.8,175.01
2020-04-01 04:50:00,221.8,5.2,227.0,0.0,32.0,172.2,5.2,0.0,17.6,227.8,175.01
2020-04-01 05:00:00,222.4,5.4,227.8,0.0,31.9,172.5,5.4,0.0,18.0,229.2,170.47
2020-04-01 05:10:00,224.2,7.2,231.4,0.0,32.1,174.0,7.2,0.0,18.1,229.2,170.47
2020-04-01 05:20:00,219.2,10.1,229.3,0.0,32.0,169.1,10.1,0.0,18.1,229.2,170.47
2020-04-01 05:30:00,219.4,11.4,230.8,0.0,32.0,169.0,11.4,0.0,18.4,229.2,170.47
2020-04-01 05:40:00,216.9,13.0,229.9,0.0,32.1,167.3,13.0,0.0,17.5,229.2,170.47
2020-04-01 05:50:00,219.4,13.9,233.3,0.0,32.0,169.4,13.9,0.0,18.0,229.2,170.47
2020-04-01 06:00:00,224.3,13.7,238.0,0.0,32.2,174.2,13.7,0.0,17.9,244.1,168.49
2020-04-01 06:10:00,230.6,13.1,243.7,0.0,32.0,180.3,13.1,0.0,18.3,244.1,168.49
2020-04-01 06:20:00,235.5,11.2,246.7,0.0,32.1,185.6,11.2,0.0,17.8,244.1,168.49
2020-04-01 06:30:00,243.0,6.6,249.6,0.0,32.0,193.0,6.6,0.0,18.0,244.1,168.49
2020-04-01 06:40:00,246.9,5.1,252.0,0.0,32.1,196.7,5.1,0.0,18.1,244.1,168.49
2020-04-01 06:50:00,250.7,5.8,256.5,0.0,32.1,200.6,5.8,0.0,18.0,244.1,168.49
2020-04-01 07:00:00,256.8,3.8,260.6,0.0,32.1,206.6,3.8,0.0,18.1,270.2,168.21
2020-04-01 07:10:00,264.4,2.6,267.0,0.0,32.2,214.2,2.6,0.0,18.0,270.2,168.21
2020-04-01 07:20:00,268.3,2.1,270.4,0.0,32.0,218.8,2.1,0.0,17.5,270.2,168.21
2020-04-01 07:30:00,272.9,1.3,274.2,0.0,32.2,222.8,1.3,0.0,17.9,270.2,168.21
2020-04-01 07:40:00,276.8,1.5,278.3,0.0,32.2,226.7,1.5,0.0,17.9,270.2,168.21
2020-04-01 07:50:00,271.1,0.9,272.0,0.0,32.1,220.9,0.9,0.0,18.1,270.2,168.21
2020-04-01 08:00:00,264.3,0.5,264.8,0.0,32.5,213.8,0.5,0.0,18.0,279.8,166.0
2020-04-01 08:10:00,272.9,0.4,273.3,0.0,32.1,222.7,0.4,0.0,18.1,279.8,166.0
2020-04-01 08:20:00,276.1,0.7,276.8,0.2,32.0,225.9,0.5,0.0,18.2,279.8,166.0
2020-04-01 08:30:00,279.4,2.0,281.4,1.7,31.9,229.4,0.3,0.0,18.1,279.8,166.0
2020-04-01 08:40:00,283.6,4.4,288.0,3.9,32.0,233.6,0.5,0.0,18.0,279.8,166.0
2020-04-01 08:50:00,288.8,4.6,293.4,4.2,32.0,238.7,0.4,0.0,18.1,279.8,166.0
2020-04-01 09:00:00,292.4,8.9,301.3,8.3,32.1,242.8,0.6,0.0,17.5,317.2,161.65
2020-04-01 09:10:00,297.6,10.0,307.6,9.1,32.2,247.3,0.9,0.0,18.1,317.2,161.65
2020-04-01 09:20:00,301.4,11.3,312.7,10.7,32.1,241.3,0.6,10.7,17.3,317.2,161.65
2020-04-01 09:30:00,302.4,16.0,318.4,15.3,32.0,243.3,0.7,8.7,18.4,317.2,161.65
2020-04-01 09:40:00,302.9,19.3,322.2,18.9,32.2,243.6,0.4,9.2,17.9,317.2,161.65
2020-04-01 09:50:00,299.2,26.1,325.3,25.5,32.2,240.2,0.6,9.0,17.8,317.2,161.65
2020-04-01 10:00:00,303.3,28.1,331.4,26.9,32.2,244.4,1.2,8.7,18.0,342.3,147.99
2020-04-01 10:10:00,303.1,33.9,337.0,31.8,32.2,244.1,2.1,8.8,18.0,342.3,147.99
2020-04-01 10:20:00,299.1,41.9,341.0,38.9,32.2,240.3,3.0,8.8,17.8,342.3,147.99
2020-04-01 10:30:00,295.7,48.7,344.4,45.7,32.1,236.5,3.0,9.0,18.1,342.3,147.99
2020-04-01 10:40:00,296.2,52.1,348.3,48.6,32.2,236.4,3.5,9.2,18.4,342.3,147.99
2020-04-01 10:50:00,285.0,63.8,348.8,58.7,31.7,226.6,5.1,8.8,17.9,342.3,147.99
2020-04-01 11:00:00,281.9,69.2,351.1,61.6,31.9,223.3,7.6,8.7,18.0,356.6,143.18
2020-04-01 11:10:00,283.6,68.7,352.3,59.2,32.0,224.2,9.5,9.3,18.1,356.6,143.18
2020-04-01 11:20:00,281.2,74.7,355.9,63.3,32.5,221.8,11.4,8.8,18.1,356.6,143.18
2020-04-01 11:30:00,282.9,73.8,356.7,60.2,32.2,224.3,13.6,8.8,17.6,356.6,143.18
2020-04-01 11:40:00,285.2,74.1,359.3,60.7,32.1,226.5,13.4,8.9,17.7,356.6,143.18
2020-04-01 11:50:00,291.2,71.6,362.8,59.6,32.1,228.4,12.0,8.9,21.8,356.6,143.18
2020-04-01 12:00:00,296.9,67.0,363.9,54.3,32.1,228.7,12.7,9.3,26.8,370.4,140.43
2020-04-01 12:10:00,299.3,67.2,366.5,54.2,32.0,228.1,13.0,8.9,30.3,370.4,140.43
2020-04-01 12:20:00,296.5,72.0,368.5,58.8,32.1,224.2,13.2,9.2,31.0,370.4,140.43
2020-04-01 12:30:00,300.7,66.0,366.7,51.6,32.3,226.3,14.4,8.8,33.3,370.4,140.43
2020-04-01 12:40:00,298.0,72.9,370.9,59.7,32.3,222.7,13.2,9.2,33.8,370.4,140.43
2020-04-01 12:50:00,310.6,68.2,378.8,55.3,32.2,236.7,12.9,8.9,32.8,370.4,140.43
2020-04-01 13:00:00,315.1,65.6,380.7,54.4,32.0,240.2,11.2,9.3,33.6,393.4,139.98
2020-04-01 13:10:00,324.5,62.0,386.5,51.4,32.2,250.9,10.6,8.8,32.6,393.4,139.98
2020-04-01 13:20:00,326.4,65.1,391.5,56.4,32.2,252.5,8.7,8.8,32.9,393.4,139.98
2020-04-01 13:30:00,324.9,71.8,396.7,63.5,32.3,250.2,8.3,9.0,33.4,393.4,139.98
2020-04-01 13:40:00,324.2,74.8,399.0,65.3,32.2,249.1,9.5,9.4,33.5,393.4,139.98
2020-04-01 13:50:00,333.3,68.0,401.3,59.1,36.9,254.5,8.9,8.8,33.1,393.4,139.98
2020-04-01 14:00:00,342.4,57.6,400.0,46.7,38.9,260.3,10.9,9.6,33.6,395.7,142.8
2020-04-01 14:10:00,348.7,51.4,400.1,41.8,47.2,258.8,9.6,9.1,33.6,395.7,142.8
2020-04-01 14:20:00,341.2,56.3,397.5,45.0,46.7,251.3,11.3,9.0,34.2,395.7,142.8
2020-04-01 14:30:00,337.3,54.6,391.9,44.3,45.2,250.0,10.3,8.8,33.3,395.7,142.8
2020-04-01 14:40:00,336.9,51.9,388.8,42.4,40.7,253.8,9.5,8.8,33.6,395.7,142.8
2020-04-01 14:50:00,322.5,57.9,380.4,47.1,32.1,246.7,10.8,8.8,34.9,395.7,142.8
2020-04-01 15:00:00,317.9,57.6,375.5,46.8,31.6,241.4,10.8,9.1,35.8,356.7,147.34
2020-04-01 15:10:00,318.5,50.2,368.7,40.2,32.0,241.2,10.0,9.3,36.0,356.7,147.34
2020-04-01 15:20:00,314.4,48.1,362.5,36.9,32.2,238.4,11.2,8.7,35.1,356.7,147.34
2020-04-01 15:30:00,314.3,42.6,356.9,32.7,32.0,238.3,9.9,8.8,35.2,356.7,147.34
2020-04-01 15:40:00,311.2,37.4,348.6,29.1,32.1,235.1,8.3,8.8,35.2,356.7,147.34
2020-04-01 15:50:00,306.8,38.7,345.5,31.8,32.2,230.4,6.9,8.9,35.3,356.7,147.34
2020-04-01 16:00:00,299.1,40.9,340.0,33.4,32.1,222.9,7.5,8.9,35.2,331.1,151.63
2020-04-01 16:10:00,296.8,38.5,335.3,30.2,32.0,220.3,8.3,9.0,35.5,331.1,151.63
2020-04-01 16:20:00,294.2,35.8,330.0,28.1,32.0,217.1,7.7,9.2,35.9,331.1,151.63
2020-04-01 16:30:00,291.8,37.5,329.3,27.9,32.0,215.3,9.6,8.9,35.6,331.1,151.63
2020-04-01 16:40:00,293.6,33.8,327.4,23.8,31.9,217.6,10.0,8.9,35.2,331.1,151.63
2020-04-01 16:50:00,293.8,31.5,325.3,21.2,31.9,216.8,10.3,9.1,36.0,331.1,151.63
2020-04-01 17:00:00,295.8,28.4,324.2,20.1,32.0,218.0,8.3,9.4,36.4,325.8,156.23
2020-04-01 17:10:00,298.3,25.2,323.5,17.7,32.1,221.6,7.5,9.3,35.3,325.8,156.23
2020-04-01 17:20:00,298.6,24.0,322.6,16.0,32.1,222.6,8.0,8.7,35.2,325.8,156.23
2020-04-01 17:30:00,298.6,23.8,322.4,15.8,32.0,223.0,8.0,8.7,34.9,325.8,156.23
2020-04-01 17:40:00,301.7,21.8,323.5,15.8,32.0,224.3,6.0,9.3,36.1,325.8,156.23
2020-04-01 17:50:00,299.7,24.3,324.0,17.5,32.0,223.0,6.8,9.1,35.6,325.8,156.23
2020-04-01 18:00:00,306.4,21.5,327.9,15.8,32.0,229.3,5.7,9.2,35.9,328.6,157.24
2020-04-01 18:10:00,305.5,21.0,326.5,14.5,32.1,228.8,6.5,9.1,35.5,328.6,157.24
2020-04-01 18:20:00,309.3,17.5,326.8,11.5,31.9,232.3,6.0,9.1,36.0,328.6,157.24
2020-04-01 18:30:00,309.7,18.7,328.4,9.9,32.1,233.2,8.8,9.0,35.4,328.6,157.24
2020-04-01 18:40:00,312.3,18.7,331.0,9.4,32.0,235.3,9.3,9.2,35.8,328.6,157.24
2020-04-01 18:50:00,314.6,16.7,331.3,7.9,32.1,237.8,8.8,9.2,35.5,328.6,157.24
2020-04-01 19:00:00,318.2,15.0,333.2,6.9,32.0,241.8,8.1,8.9,35.5,341.7,169.24
2020-04-01 19:10:00,322.0,13.5,335.5,6.1,32.2,244.6,7.4,9.3,35.9,341.7,169.24
2020-04-01 19:20:00,324.6,12.2,336.8,4.4,32.1,247.3,7.8,9.3,35.9,341.7,169.24
2020-04-01 19:30:00,331.4,10.8,342.2,3.5,32.9,254.0,7.3,9.1,35.4,341.7,169.24
2020-04-01 19:40:00,335.5,9.9,345.4,2.2,31.9,245.2,7.7,23.6,34.8,341.7,169.24
2020-04-01 19:50:00,337.5,10.9,348.4,1.8,31.9,244.9,9.1,24.4,36.3,341.7,169.24
2020-04-01 20:00:00,342.5,10.9,353.4,1.0,32.0,250.9,9.9,24.0,35.6,384.3,171.18
2020-04-01 20:10:00,349.4,9.5,358.9,0.4,34.7,254.6,9.1,24.4,35.7,384.3,171.18
2020-04-01 20:20:00,358.7,9.8,368.5,0.3,38.5,247.2,9.5,38.0,35.0,384.3,171.18
2020-04-01 20:30:00,371.8,8.3,380.1,0.3,38.1,258.2,8.0,39.5,36.0,384.3,171.18
2020-04-01 20:40:00,388.2,6.8,395.0,0.0,46.6,262.1,6.8,43.8,35.7,384.3,171.18
2020-04-01 20:50:00,396.8,7.6,404.4,0.0,45.7,268.2,7.6,47.0,35.9,384.3,171.18
2020-04-01 21:00:00,398.9,9.1,408.0,0.0,45.4,269.1,9.1,48.4,36.0,398.9,164.81
2020-04-01 21:10:00,398.6,9.5,408.1,0.0,45.4,269.3,9.5,48.8,35.1,398.9,164.81
2020-04-01 21:20:00,396.4,8.1,404.5,0.0,45.5,267.7,8.1,47.1,36.1,398.9,164.81
2020-04-01 21:30:00,391.8,7.8,399.6,0.0,45.5,264.1,7.8,46.9,35.3,398.9,164.81
2020-04-01 21:40:00,386.5,7.1,393.6,0.0,45.4,261.4,7.1,43.8,35.9,398.9,164.81
2020-04-01 21:50:00,377.1,7.6,384.7,0.0,45.5,253.5,7.6,42.0,36.1,398.9,164.81
2020-04-01 22:00:00,368.2,7.8,376.0,0.0,45.3,248.8,7.8,38.7,35.4,352.3,164.43
2020-04-01 22:10:00,361.5,7.5,369.0,0.0,45.4,256.4,7.5,24.6,35.1,352.3,164.43
2020-04-01 22:20:00,352.5,7.3,359.8,0.0,43.4,249.7,7.3,23.6,35.8,352.3,164.43
2020-04-01 22:30:00,345.6,5.9,351.5,0.0,37.3,248.7,5.9,24.3,35.3,352.3,164.43
2020-04-01 22:40:00,334.3,6.0,340.3,0.0,45.3,247.8,6.0,8.6,32.6,352.3,164.43
2020-04-01 22:50:00,329.1,6.3,335.4,0.0,40.6,247.7,6.3,8.3,32.5,352.3,164.43
2020-04-01 23:00:00,320.1,6.8,326.9,0.0,32.4,246.7,6.8,8.3,32.7,305.4,161.4
2020-04-01 23:10:00,311.3,7.6,318.9,0.0,31.7,245.9,7.6,0.0,33.7,305.4,161.4
2020-04-01 23:20:00,304.7,7.6,312.3,0.0,32.2,238.8,7.6,0.0,33.7,305.4,161.4
2020-04-01 23:30:00,298.0,8.9,306.9,0.0,32.3,232.7,8.9,0.0,33.0,305.4,161.4
2020-04-01 23:40:00,291.1,8.5,299.6,0.0,32.4,225.4,8.5,0.0,33.3,305.4,161.4
2020-04-01 23:50:00,284.7,8.7,293.4,0.0,32.3,218.9,8.7,0.0,33.5,305.4,161.4
2020-04-02 00:00:00,279.7,9.1,288.8,0.0,32.3,214.0,9.1,0.0,33.4,274.5,164.72
2020-04-02 00:10:00,274.9,10.9,285.8,0.0,31.9,215.7,10.9,0.0,27.3,274.5,164.72
2020-04-02 00:20:00,269.5,10.5,280.0,0.0,31.8,220.2,10.5,0.0,17.5,274.5,164.72
2020-04-02 00:30:00,261.9,10.9,272.8,0.0,32.0,212.0,10.9,0.0,17.9,274.5,164.72
2020-04-02 00:40:00,260.2,10.4,270.6,0.0,32.0,210.8,10.4,0.0,17.4,274.5,164.72
2020-04-02 00:50:00,255.4,10.0,265.4,0.0,32.0,205.1,10.0,0.0,18.3,274.5,164.72
2020-04-02 01:00:00,253.4,7.6,261.0,0.0,31.9,203.7,7.6,0.0,17.8,249.4,169.85
2020-04-02 01:10:00,249.6,7.2,256.8,0.0,31.9,199.5,7.2,0.0,18.2,249.4,169.85
2020-04-02 01:20:00,244.3,7.2,251.5,0.0,32.0,194.7,7.2,0.0,17.6,249.4,169.85
2020-04-02 01:30:00,242.6,7.5,250.1,0.0,32.0,192.5,7.5,0.0,18.1,249.4,169.85
2020-04-02 01:40:00,240.6,6.0,246.6,0.0,32.0,190.8,6.0,0.0,17.8,249.4,169.85
2020-04-02 01:50:00,237.2,6.0,243.2,0.0,31.9,187.2,6.0,0.0,18.1,249.4,169.85
2020-04-02 02:00:00,236.1,6.2,242.3,0.0,32.0,186.1,6.2,0.0,18.0,234.6,172.46
2020-04-02 02:10:00,231.5,7.9,239.4,0.0,32.0,182.1,7.9,0.0,17.4,234.6,172.46
2020-04-02 02:20:00,231.9,7.2,239.1,0.0,31.9,181.7,7.2,0.0,18.3,234.6,172.46
2020-04-02 02:30:00,227.5,6.0,233.5,0.0,32.0,177.9,6.0,0.0,17.6,234.6,172.46
2020-04-02 02:40:00,226.7,6.5,233.2,0.0,32.1,177.0,6.5,0.0,17.6,234.6,172.46
2020-04-02 02:50:00,222.7,7.3,230.0,0.0,32.0,172.7,7.3,0.0,18.0,234.6,172.46
2020-04-02 03:00:00,222.2,6.3,228.5,0.0,31.9,172.2,6.3,0.0,18.1,227.4,174.01
2020-04-02 03:10:00,222.5,6.5,229.0,0.0,32.0,172.3,6.5,0.0,18.2,227.4,174.01
2020-04-02 03:20:00,222.0,5.6,227.6,0.0,32.0,172.0,5.6,0.0,18.0,227.4,174.01
2020-04-02 03:30:00,222.0,6.3,228.3,0.0,32.0,172.4,6.3,0.0,17.6,227.4,174.01
2020-04-02 03:40:00,219.4,7.0,226.4,0.0,32.1,169.3,7.0,0.0,18.0,227.4,174.01
2020-04-02 03:50:00,218.1,7.4,225.5,0.0,32.0,167.9,7.4,0.0,18.2,227.4,174.01
2020-04-02 04:00:00,220.6,7.3,227.9,0.0,31.9,170.7,7.3,0.0,18.0,225.2,172.25
2020-04-02 04:10:00,218.2,7.6,225.8,0.0,32.0,168.0,7.6,0.0,18.2,225.2,172.25
2020-04-02 04:20:00,214.1,9.8,223.9,0.0,32.0,163.8,9.8,0.0,18.3,225.2,172.25
2020-04-02 04:30:00,213.3,11.9,225.2,0.0,31.9,163.0,11.9,0.0,18.4,225.2,172.25
2020-04-02 04:40:00,211.3,12.7,224.0,0.0,32.0,163.5,12.7,0.0,15.8,225.2,172.25
2020-04-02 04:50:00,210.5,13.8,224.3,0.0,32.1,163.3,13.8,0.0,15.1,225.2,172.25
2020-04-02 05:00:00,209.1,17.6,226.7,0.0,32.0,162.3,17.6,0.0,14.8,229.9,165.07
2020-04-02 05:10:00,207.7,19.6,227.3,0.0,31.9,160.6,19.6,0.0,15.2,229.9,165.07
2020-04-02 05:20:00,207.6,20.4,228.0,0.0,31.9,160.7,20.4,0.0,15.0,229.9,165.07
2020-04-02 05:30:00,203.7,24.6,228.3,0.0,32.0,156.9,24.6,0.0,14.8,229.9,165.07
2020-04-02 05:40:00,200.7,28.4,229.1,0.0,31.9,153.5,28.4,0.0,15.3,229.9,165.07
2020-04-02 05:50:00,202.3,29.5,231.8,0.0,32.0,155.2,29.5,0.0,15.1,229.9,165.07
2020-04-02 06:00:00,210.8,27.7,238.5,0.0,32.1,163.8,27.7,0.0,14.9,249.5,162.75
2020-04-02 06:10:00,221.1,22.1,243.2,0.0,31.9,174.4,22.1,0.0,14.8,249.5,162.75
2020-04-02 06:20:00,225.1,20.7,245.8,0.0,31.9,178.0,20.7,0.0,15.2,249.5,162.75
2020-04-02 06:30:00,225.0,24.0,249.0,0.0,32.1,177.7,24.0,0.0,15.2,249.5,162.75
2020-04-02 06:40:00,229.2,23.2,252.4,0.0,32.2,182.2,23.2,0.0,14.8,249.5,162.75
2020-04-02 06:50:00,232.4,23.4,255.8,0.0,32.1,185.6,23.4,0.0,14.7,249.5,162.75
2020-04-02 07:00:00,240.5,20.9,261.4,0.0,32.0,193.2,20.9,0.0,15.3,274.2,166.09
2020-04-02 07:10:00,248.7,16.9,265.6,0.0,32.1,197.6,16.9,0.0,19.0,274.2,166.09
2020-04-02 07:20:00,252.9,17.3,270.2,0.0,32.2,201.8,17.3,0.0,18.9,274.2,166.09
2020-04-02 07:30:00,256.1,18.2,274.3,0.0,32.2,203.9,18.2,0.0,20.0,274.2,166.09
2020-04-02 07:40:00,256.1,18.6,274.7,0.0,32.1,197.9,18.6,0.0,26.1,274.2,166.09
2020-04-02 07:50:00,257.3,13.9,271.2,0.0,32.0,197.1,13.9,0.0,28.2,274.2,166.09
2020-04-02 08:00:00,256.7,12.5,269.2,0.0,32.0,195.3,12.5,0.0,29.4,285.1,159.18
2020-04-02 08:10:00,260.0,14.3,274.3,0.1,32.2,191.9,14.2,0.0,35.9,285.1,159.18
2020-04-02 08:20:00,264.8,13.8,278.6,1.2,32.0,196.8,12.6,0.0,36.0,285.1,159.18
2020-04-02 08:30:00,269.5,15.7,285.2,3.7,32.0,201.2,12.0,0.0,36.3,285.1,159.18
2020-04-02 08:40:00,273.7,16.9,290.6,6.9,32.2,204.6,10.0,0.0,36.9,285.1,159.18
2020-04-02 08:50:00,274.3,23.6,297.9,10.6,32.0,206.0,13.0,0.0,36.3,285.1,159.18
2020-04-02 09:00:00,276.8,28.6,305.4,14.7,32.1,208.5,13.9,0.0,36.2,324.1,142.27
2020-04-02 09:10:00,273.0,39.1,312.1,19.6,32.2,204.9,19.5,0.0,35.9,324.1,142.27
2020-04-02 09:20:00,266.3,52.5,318.8,24.1,32.1,198.6,28.4,0.0,35.6,324.1,142.27
2020-04-02 09:30:00,263.4,60.7,324.1,28.5,32.1,195.0,32.2,0.0,36.3,324.1,142.27
2020-04-02 09:40:00,251.3,74.1,325.4,33.5,32.0,182.5,40.6,0.0,36.8,324.1,142.27
2020-04-02 09:50:00,254.6,80.0,334.6,38.1,32.0,186.5,41.9,0.0,36.1,324.1,142.27
2020-04-02 10:00:00,252.3,81.7,334.0,41.5,32.2,183.9,40.2,0.0,36.2,343.0,131.34
2020-04-02 10:10:00,249.6,87.8,337.4,46.1,32.1,180.5,41.7,0.0,37.0,343.0,131.34
2020-04-02 10:20:00,253.7,88.3,342.0,50.3,32.1,184.9,38.0,0.0,36.7,343.0,131.34
2020-04-02 10:30:00,251.2,95.8,347.0,53.2,32.2,182.6,42.6,0.0,36.4,343.0,131.34
2020-04-02 10:40:00,253.6,94.9,348.5,57.2,32.2,185.1,37.7,0.0,36.3,343.0,131.34
2020-04-02 10:50:00,251.6,100.1,351.7,62.4,32.1,184.5,37.7,0.0,35.0,343.0,131.34
2020-04-02 11:00:00,261.5,93.4,354.9,57.3,32.3,194.5,36.1,0.0,34.7,363.8,130.2
2020-04-02 11:10:00,256.0,102.2,358.2,68.3,32.1,187.9,33.9,0.0,36.0,363.8,130.2
2020-04-02 11:20:00,265.2,93.2,358.4,60.8,32.3,195.8,32.4,0.0,37.1,363.8,130.2
2020-04-02 11:30:00,266.5,94.2,360.7,63.1,32.1,198.4,31.1,0.0,36.0,363.8,130.2
2020-04-02 11:40:00,266.7,95.7,362.4,68.8,32.1,197.1,26.9,0.0,37.5,363.8,130.2
2020-04-02 11:50:00,265.1,102.1,367.2,72.9,32.1,196.5,29.2,0.0,36.5,363.8,130.2
2020-04-02 12:00:00,260.5,107.1,367.6,74.9,32.2,190.2,32.2,0.0,38.1,377.6,124.73
2020-04-02 12:10:00,273.1,96.5,369.6,68.1,32.2,204.1,28.4,0.0,36.8,377.6,124.73
2020-04-02 12:20:00,258.1,111.3,369.4,80.1,32.2,190.0,31.2,0.0,35.9,377.6,124.73
2020-04-02 12:30:00,253.1,121.6,374.7,77.9,32.2,183.5,43.7,0.0,37.4,377.6,124.73
2020-04-02 12:40:00,247.7,129.3,377.0,88.3,32.2,178.3,41.0,0.0,37.2,377.6,124.73
2020-04-02 12:50:00,248.5,131.9,380.4,88.4,32.2,181.0,43.5,0.0,35.3,377.6,124.73
2020-04-02 13:00:00,256.9,130.0,386.9,89.7,32.2,189.5,40.3,0.0,35.2,397.5,121.02
2020-04-02 13:10:00,265.3,126.1,391.4,84.2,32.2,196.2,41.9,0.0,36.9,397.5,121.02
2020-04-02 13:20:00,264.1,129.6,393.7,88.6,32.1,197.0,41.0,0.0,35.0,397.5,121.02
2020-04-02 13:30:00,271.2,125.7,396.9,82.9,32.2,202.3,42.8,0.0,36.7,397.5,121.02
2020-04-02 13:40:00,264.9,135.1,400.0,86.9,32.1,195.8,48.2,0.0,37.0,397.5,121.02
2020-04-02 13:50:00,270.6,137.4,408.0,88.4,32.1,202.2,49.0,0.0,36.3,397.5,121.02
2020-04-02 14:00:00,261.7,142.1,403.8,89.9,32.2,191.8,52.2,0.0,37.7,401.2,118.43
2020-04-02 14:10:00,261.3,144.3,405.6,93.2,32.1,193.4,51.1,0.0,35.8,401.2,118.43
2020-04-02 14:20:00,253.5,148.9,402.4,93.3,32.1,185.5,55.6,0.0,35.9,401.2,118.43
2020-04-02 14:30:00,259.8,140.5,400.3,85.3,32.1,189.7,55.2,0.0,38.0,401.2,118.43
2020-04-02 14:40:00,249.0,141.0,390.0,86.3,32.1,179.8,54.7,0.0,37.1,401.2,118.43
2020-04-02 14:50:00,250.9,134.9,385.8,80.3,32.1,180.9,54.6,0.0,37.9,401.2,118.43
2020-04-02 15:00:00,244.2,131.0,375.2,81.4,32.0,176.4,49.6,0.0,35.8,361.8,123.7
2020-04-02 15:10:00,249.8,123.3,373.1,77.1,32.0,182.3,46.2,0.0,35.5,361.8,123.7
2020-04-02 15:20:00,249.1,115.4,364.5,74.4,32.0,179.1,41.0,0.0,38.0,361.8,123.7
2020-04-02 15:30:00,245.2,114.3,359.5,73.1,32.0,175.9,41.2,0.0,37.3,361.8,123.7
2020-04-02 15:40:00,240.6,116.6,357.2,77.3,32.0,172.0,39.3,0.0,36.6,361.8,123.7
2020-04-02 15:50:00,235.1,114.7,349.8,76.0,32.1,164.8,38.7,0.0,38.2,361.8,123.7
2020-04-02 16:00:00,248.7,95.5,344.2,59.6,31.9,180.4,35.9,0.0,36.4,335.6,129.21
