PeriodEnd,Temp_Aire_ºC,RH_%,WS_10m_ms,Zenith_º
2020-04-15 16:30:00,17.0,66.8,3.8,50.0
2020-04-15 16:40:00,17.0,67.5,3.7,52.0
2020-04-15 16:50:00,16.9,68.1,3.7,55.0
2020-04-15 17:00:00,16.9,68.6,3.6,57.0
2020-04-15 17:10:00,16.8,68.9,3.6,59.0
2020-04-15 17:20:00,16.9,68.8,3.5,61.0
2020-04-15 17:30:00,16.9,68.6,3.4,63.0
2020-04-15 17:40:00,16.9,68.4,3.3,66.0
2020-04-15 17:50:00,16.9,68.2,3.2,68.0
2020-04-15 18:00:00,16.9,68.1,3.1,70.0
2020-04-15 18:10:00,16.9,68.2,3.1,72.0
2020-04-15 18:20:00,16.8,68.6,3.1,74.0
2020-04-15 18:30:00,16.7,69.1,3.1,77.0
2020-04-15 18:40:00,16.7,69.5,3.1,79.0
2020-04-15 18:50:00,16.6,70.0,3.1,81.0
2020-04-15 19:00:00,16.5,70.4,3.1,83.0
2020-04-15 19:10:00,16.4,70.9,3.1,85.0
2020-04-15 19:20:00,16.3,71.3,3.0,87.0
2020-04-15 19:30:00,16.3,71.7,2.9,90.0
2020-04-15 19:40:00,16.2,72.1,2.8,92.0
2020-04-15 19:50:00,16.1,72.5,2.8,94.0
2020-04-15 20:00:00,16.0,72.9,2.7,96.0
2020-04-15 20:10:00,15.9,73.1,2.6,98.0
2020-04-15 20:20:00,15.9,73.0,2.5,100.0
2020-04-15 20:30:00,15.9,72.9,2.3,102.0
2020-04-15 20:40:00,15.8,72.7,2.2,105.0
2020-04-15 20:50:00,15.8,72.6,2.1,107.0
2020-04-15 21:00:00,15.7,72.6,2.0,109.0
2020-04-15 21:10:00,15.7,72.9,2.0,111.0
2020-04-15 21:20:00,15.6,73.5,1.9,113.0
2020-04-15 21:30:00,15.5,74.2,1.8,115.0
2020-04-15 21:40:00,15.4,74.9,1.7,117.0
2020-04-15 21:50:00,15.3,75.7,1.6,118.0
2020-04-15 22:00:00,15.2,76.3,1.5,120.0
2020-04-15 22:10:00,15.1,76.8,1.5,122.0
2020-04-15 22:20:00,15.1,77.1,1.6,124.0
2020-04-15 22:30:00,15.0,77.4,1.7,126.0
2020-04-15 22:40:00,15.0,77.7,1.8,127.0
2020-04-15 22:50:00,14.9,77.9,1.9,129.0
2020-04-15 23:00:00,14.9,78.2,1.9,131.0
2020-04-15 23:10:00,14.9,78.3,2.0,132.0
2020-04-15 23:20:00,14.8,78.4,1.9,134.0
2020-04-15 23:30:00,14.8,78.4,1.8,135.0
2020-04-15 23:40:00,14.8,78.4,1.7,136.0
2020-04-15 23:50:00,14.7,78.4,1.7,137.0
2020-04-16 00:00:00,14.7,78.4,1.7,138.0
2020-04-16 00:10:00,14.6,78.5,1.6,139.0
2020-04-16 00:20:00,14.6,78.6,1.6,140.0
2020-04-16 00:30:00,14.6,78.8,1.7,141.0
2020-04-16 00:40:00,14.5,78.9,1.7,141.0
2020-04-16 00:50:00,14.5,79.0,1.7,142.0
2020-04-16 01:00:00,14.4,79.2,1.7,142.0
2020-04-16 01:10:00,14.4,79.3,1.7,142.0
2020-04-16 01:20:00,14.3,79.5,1.7,142.0
2020-04-16 01:30:00,14.3,79.6,1.7,142.0
2020-04-16 01:40:00,14.3,79.8,1.7,141.0
2020-04-16 01:50:00,14.2,79.9,1.8,141.0
2020-04-16 02:00:00,14.2,80.0,1.8,140.0
2020-04-16 02:10:00,14.1,79.9,1.7,139.0
2020-04-16 02:20:00,14.1,79.7,1.7,138.0
2020-04-16 02:30:00,14.1,79.4,1.7,137.0
2020-04-16 02:40:00,14.1,79.2,1.6,136.0
2020-04-16 02:50:00,14.1,78.9,1.6,135.0
2020-04-16 03:00:00,14.0,78.7,1.5,134.0
2020-04-16 03:10:00,14.0,78.7,1.5,132.0
2020-04-16 03:20:00,13.9,78.8,1.5,131.0
2020-04-16 03:30:00,13.9,79.0,1.5,129.0
2020-04-16 03:40:00,13.8,79.2,1.5,127.0
2020-04-16 03:50:00,13.7,79.4,1.5,126.0
2020-04-16 04:00:00,13.7,79.5,1.6,124.0
2020-04-16 04:10:00,13.6,79.6,1.6,122.0
2020-04-16 04:20:00,13.7,79.5,1.7,120.0
2020-04-16 04:30:00,13.7,79.4,1.7,119.0
2020-04-16 04:40:00,13.7,79.3,1.8,117.0
2020-04-16 04:50:00,13.7,79.2,1.9,115.0
2020-04-16 05:00:00,13.7,79.1,1.9,113.0
2020-04-16 05:10:00,13.7,79.1,1.9,111.0
2020-04-16 05:20:00,13.7,79.3,1.9,109.0
2020-04-16 05:30:00,13.6,79.4,1.8,107.0
2020-04-16 05:40:00,13.6,79.5,1.7,105.0
2020-04-16 05:50:00,13.5,79.7,1.6,102.0
2020-04-16 06:00:00,13.5,79.8,1.6,100.0
2020-04-16 06:10:00,13.5,79.9,1.5,98.0
2020-04-16 06:20:00,13.5,80.0,1.5,96.0
2020-04-16 06:30:00,13.5,80.2,1.5,94.0
2020-04-16 06:40:00,13.6,80.3,1.5,92.0
2020-04-16 06:50:00,13.6,80.4,1.5,90.0
2020-04-16 07:00:00,13.7,80.3,1.4,88.0
2020-04-16 07:10:00,13.8,79.9,1.4,85.0
2020-04-16 07:20:00,14.1,79.0,1.3,83.0
2020-04-16 07:30:00,14.3,78.0,1.3,81.0
2020-04-16 07:40:00,14.6,77.1,1.2,79.0
2020-04-16 07:50:00,14.9,76.1,1.1,77.0
2020-04-16 08:00:00,15.1,75.4,1.1,74.0
2020-04-16 08:10:00,15.3,74.8,1.0,72.0
2020-04-16 08:20:00,15.3,74.7,0.9,70.0
2020-04-16 08:30:00,15.4,74.7,0.9,68.0
2020-04-16 08:40:00,15.5,74.7,0.9,66.0
2020-04-16 08:50:00,15.5,74.6,0.9,63.0
2020-04-16 09:00:00,15.6,74.6,0.9,61.0
2020-04-16 09:10:00,15.7,74.6,0.9,59.0
2020-04-16 09:20:00,15.8,74.7,0.8,57.0
2020-04-16 09:30:00,15.8,74.7,0.8,55.0
2020-04-16 09:40:00,15.9,74.8,0.8,52.0
2020-04-16 09:50:00,16.0,74.9,0.8,50.0
2020-04-16 10:00:00,16.0,74.9,0.8,48.0
2020-04-16 10:10:00,16.1,75.0,0.8,46.0
2020-04-16 10:20:00,16.2,75.1,0.8,44.0
2020-04-16 10:30:00,16.2,75.1,0.9,42.0
2020-04-16 10:40:00,16.3,75.2,0.9,40.0
2020-04-16 10:50:00,16.3,75.3,1.0,38.0
2020-04-16 11:00:00,16.4,75.3,1.0,36.0
2020-04-16 11:10:00,16.5,75.2,1.0,34.0
2020-04-16 11:20:00,16.6,74.8,1.0,32.0
2020-04-16 11:30:00,16.6,74.5,0.9,30.0
2020-04-16 11:40:00,16.7,74.1,0.9,28.0
2020-04-16 11:50:00,16.8,73.7,0.9,26.0
2020-04-16 12:00:00,16.9,73.4,0.9,25.0
2020-04-16 12:10:00,16.9,73.3,0.8,23.0
2020-04-16 12:20:00,17.0,73.5,0.8,22.0
2020-04-16 12:30:00,17.0,73.8,0.8,20.0
2020-04-16 12:40:00,17.0,74.0,0.7,20.0
2020-04-16 12:50:00,17.0,74.2,0.7,19.0
2020-04-16 13:00:00,17.0,74.5,0.7,18.0
2020-04-16 13:10:00,17.0,74.7,0.7,18.0
2020-04-16 13:20:00,16.9,74.9,0.7,18.0
2020-04-16 13:30:00,16.8,75.2,0.7,19.0
2020-04-16 13:40:00,16.8,75.4,0.7,19.0
2020-04-16 13:50:00,16.7,75.6,0.7,20.0
2020-04-16 14:00:00,16.6,75.8,0.7,22.0
2020-04-16 14:10:00,16.6,76.0,0.8,23.0
2020-04-16 14:20:00,16.6,76.1,0.7,24.0
2020-04-16 14:30:00,16.6,76.2,0.7,26.0
2020-04-16 14:40:00,16.5,76.2,0.8,28.0
2020-04-16 14:50:00,16.5,76.3,0.8,30.0
2020-04-16 15:00:00,16.5,76.4,0.9,31.0
2020-04-16 15:10:00,16.5,76.5,1.0,33.0
2020-04-16 15:20:00,16.5,76.7,1.1,35.0
2020-04-16 15:30:00,16.4,76.8,1.3,37.0
2020-04-16 15:40:00,16.4,77.0,1.4,39.0
2020-04-16 15:50:00,16.4,77.2,1.6,42.0
2020-04-16 16:00:00,16.4,77.4,1.8,44.0
2020-04-16 16:10:00,16.3,77.7,1.9,46.0
2020-04-16 16:20:00,16.3,78.1,1.9,48.0
2020-04-16 16:30:00,16.2,78.6,2.0,50.0
2020-04-16 16:40:00,16.1,79.0,2.0,52.0
2020-04-16 16:50:00,16.1,79.4,2.1,54.0
2020-04-16 17:00:00,16.0,79.7,2.1,57.0
2020-04-16 17:10:00,16.0,79.8,2.0,59.0
2020-04-16 17:20:00,15.9,79.5,1.9,61.0
2020-04-16 17:30:00,15.8,79.2,1.7,63.0
2020-04-16 17:40:00,15.8,78.8,1.5,65.0
2020-04-16 17:50:00,15.7,78.5,1.4,68.0
2020-04-16 18:00:00,15.7,78.2,1.2,70.0
2020-04-16 18:10:00,15.6,78.1,1.2,72.0
2020-04-16 18:20:00,15.6,78.4,1.2,74.0
2020-04-16 18:30:00,15.5,78.8,1.3,76.0
2020-04-16 18:40:00,15.5,79.1,1.3,79.0
2020-04-16 18:50:00,15.5,79.4,1.4,81.0
2020-04-16 19:00:00,15.4,79.7,1.4,83.0
2020-04-16 19:10:00,15.4,80.1,1.5,85.0
2020-04-16 19:20:00,15.3,80.4,1.6,87.0
2020-04-16 19:30:00,15.3,80.7,1.6,90.0
2020-04-16 19:40:00,15.3,81.0,1.7,92.0
2020-04-16 19:50:00,15.2,81.3,1.8,94.0
2020-04-16 20:00:00,15.2,81.6,1.8,96.0
2020-04-16 20:10:00,15.1,81.8,1.8,98.0
2020-04-16 20:20:00,15.1,81.9,1.7,100.0
2020-04-16 20:30:00,15.1,82.0,1.7,102.0
2020-04-16 20:40:00,15.0,82.1,1.6,104.0
2020-04-16 20:50:00,15.0,82.2,1.6,106.0
2020-04-16 21:00:00,15.0,82.2,1.5,108.0
2020-04-16 21:10:00,14.9,82.2,1.5,110.0
2020-04-16 21:20:00,14.9,82.0,1.4,112.0
2020-04-16 21:30:00,14.9,81.8,1.4,114.0
2020-04-16 21:40:00,14.9,81.7,1.4,116.0
2020-04-16 21:50:00,14.9,81.5,1.4,118.0
2020-04-16 22:00:00,14.9,81.4,1.3,120.0
2020-04-16 22:10:00,14.9,81.3,1.3,122.0
2020-04-16 22:20:00,14.8,81.2,1.2,124.0
2020-04-16 22:30:00,14.7,81.2,1.1,126.0
2020-04-16 22:40:00,14.6,81.2,1.1,127.0
2020-04-16 22:50:00,14.5,81.2,1.2,129.0
2020-04-16 23:00:00,14.5,81.1,1.2,130.0
2020-04-16 23:10:00,14.4,81.0,1.1,132.0
2020-04-16 23:20:00,14.3,80.8,0.9,133.0
2020-04-16 23:30:00,14.3,80.6,0.7,135.0
2020-04-16 23:40:00,14.3,80.3,0.6,136.0
2020-04-16 23:50:00,14.2,80.1,0.7,137.0
2020-04-17 00:00:00,14.2,80.0,0.9,138.0
2020-04-17 00:10:00,14.1,79.9,1.0,139.0
2020-04-17 00:20:00,14.1,80.2,1.0,140.0
2020-04-17 00:30:00,14.0,80.4,1.0,140.0
2020-04-17 00:40:00,14.0,80.7,0.9,141.0
2020-04-17 00:50:00,13.9,80.9,0.9,141.0
2020-04-17 01:00:00,13.9,81.2,0.9,142.0
2020-04-17 01:10:00,13.9,81.3,0.9,142.0
2020-04-17 01:20:00,13.8,81.3,0.8,142.0
2020-04-17 01:30:00,13.8,81.3,0.8,141.0
2020-04-17 01:40:00,13.8,81.4,0.7,141.0
2020-04-17 01:50:00,13.8,81.4,0.7,140.0
2020-04-17 02:00:00,13.8,81.4,0.6,140.0
2020-04-17 02:10:00,13.7,81.3,0.6,139.0
2020-04-17 02:20:00,13.7,81.3,0.4,138.0
2020-04-17 02:30:00,13.7,81.2,0.3,137.0
2020-04-17 02:40:00,13.7,81.1,0.2,136.0
2020-04-17 02:50:00,13.7,81.1,0.1,135.0
2020-04-17 03:00:00,13.7,81.0,0.0,133.0
2020-04-17 03:10:00,13.7,80.9,0.1,132.0
2020-04-17 03:20:00,13.6,80.7,0.1,130.0
2020-04-17 03:30:00,13.6,80.5,0.1,129.0
2020-04-17 03:40:00,13.6,80.3,0.1,127.0
2020-04-17 03:50:00,13.6,80.1,0.1,125.0
2020-04-17 04:00:00,13.6,79.9,0.1,124.0
2020-04-17 04:10:00,13.6,79.8,0.2,122.0
2020-04-17 04:20:00,13.5,79.9,0.2,120.0
2020-04-17 04:30:00,13.5,79.9,0.2,118.0
2020-04-17 04:40:00,13.5,80.0,0.2,116.0
2020-04-17 04:50:00,13.5,80.1,0.2,114.0
2020-04-17 05:00:00,13.5,80.1,0.2,112.0
2020-04-17 05:10:00,13.4,80.2,0.2,110.0
2020-04-17 05:20:00,13.3,80.3,0.1,108.0
2020-04-17 05:30:00,13.2,80.5,0.1,106.0
2020-04-17 05:40:00,13.1,80.6,0.1,104.0
2020-04-17 05:50:00,13.1,80.7,0.1,102.0
2020-04-17 06:00:00,13.0,80.8,0.0,100.0
2020-04-17 06:10:00,12.9,80.8,0.0,98.0
2020-04-17 06:20:00,13.0,80.7,0.1,96.0
2020-04-17 06:30:00,13.0,80.6,0.2,94.0
2020-04-17 06:40:00,13.0,80.5,0.3,92.0
2020-04-17 06:50:00,13.0,80.4,0.3,89.0
2020-04-17 07:00:00,13.1,80.1,0.4,87.0
2020-04-17 07:10:00,13.1,79.6,0.4,85.0
2020-04-17 07:20:00,13.3,78.7,0.4,83.0
2020-04-17 07:30:00,13.5,77.7,0.4,81.0
2020-04-17 07:40:00,13.6,76.7,0.4,79.0
2020-04-17 07:50:00,13.8,75.8,0.4,76.0
2020-04-17 08:00:00,13.9,74.9,0.3,74.0
2020-04-17 08:10:00,14.1,74.0,0.3,72.0
2020-04-17 08:20:00,14.2,73.3,0.2,70.0
2020-04-17 08:30:00,14.3,72.5,0.2,68.0
2020-04-17 08:40:00,14.4,71.8,0.2,65.0
2020-04-17 08:50:00,14.6,71.1,0.3,63.0
2020-04-17 09:00:00,14.7,70.4,0.4,61.0
2020-04-17 09:10:00,14.8,69.7,0.5,59.0
2020-04-17 09:20:00,14.9,69.2,0.7,57.0
2020-04-17 09:30:00,15.0,68.6,0.8,54.0
2020-04-17 09:40:00,15.2,68.0,0.9,52.0
2020-04-17 09:50:00,15.3,67.5,1.0,50.0
2020-04-17 10:00:00,15.4,67.0,1.1,48.0
2020-04-17 10:10:00,15.5,66.7,1.3,46.0
2020-04-17 10:20:00,15.6,66.6,1.3,44.0
2020-04-17 10:30:00,15.7,66.6,1.4,41.0
2020-04-17 10:40:00,15.8,66.5,1.5,39.0
2020-04-17 10:50:00,15.9,66.5,1.5,37.0
2020-04-17 11:00:00,15.9,66.7,1.6,35.0
2020-04-17 11:10:00,15.9,67.2,1.6,33.0
2020-04-17 11:20:00,15.9,68.5,1.6,31.0
2020-04-17 11:30:00,15.8,69.9,1.6,29.0
2020-04-17 11:40:00,15.7,71.3,1.6,28.0
2020-04-17 11:50:00,15.6,72.7,1.6,26.0
2020-04-17 12:00:00,15.5,73.9,1.6,24.0
2020-04-17 12:10:00,15.5,74.8,1.6,23.0
2020-04-17 12:20:00,15.5,75.0,1.6,21.0
2020-04-17 12:30:00,15.5,75.1,1.7,20.0
2020-04-17 12:40:00,15.5,75.2,1.7,19.0
2020-04-17 12:50:00,15.5,75.3,1.7,18.0
2020-04-17 13:00:00,15.4,75.4,1.7,18.0
2020-04-17 13:10:00,15.4,75.6,1.7,18.0
2020-04-17 13:20:00,15.4,75.7,1.7,18.0
2020-04-17 13:30:00,15.3,75.8,1.7,18.0
2020-04-17 13:40:00,15.3,75.9,1.7,19.0
2020-04-17 13:50:00,15.2,76.0,1.7,20.0
2020-04-17 14:00:00,15.2,76.0,1.7,21.0
2020-04-17 14:10:00,15.2,76.0,1.7,23.0
2020-04-17 14:20:00,15.2,75.8,1.7,24.0
2020-04-17 14:30:00,15.2,75.6,1.8,26.0
2020-04-17 14:40:00,15.2,75.4,1.8,28.0
2020-04-17 14:50:00,15.2,75.3,1.8,29.0
2020-04-17 15:00:00,15.2,75.1,1.8,31.0
2020-04-17 15:10:00,15.3,74.9,1.8,33.0
2020-04-17 15:20:00,15.3,74.7,1.8,35.0
2020-04-17 15:30:00,15.3,74.6,1.7,37.0
2020-04-17 15:40:00,15.3,74.4,1.6,39.0
2020-04-17 15:50:00,15.3,74.3,1.5,41.0
2020-04-17 16:00:00,15.4,74.1,1.5,44.0
2020-04-17 16:10:00,15.4,74.1,1.5,46.0
2020-04-17 16:20:00,15.4,74.1,1.5,48.0
2020-04-17 16:30:00,15.4,74.2,1.5,50.0
2020-04-17 16:40:00,15.5,74.2,1.6,52.0
2020-04-17 16:50:00,15.5,74.2,1.6,54.0
2020-04-17 17:00:00,15.5,74.4,1.6,57.0
2020-04-17 17:10:00,15.6,74.7,1.7,59.0
2020-04-17 17:20:00,15.6,75.3,1.8,61.0
2020-04-17 17:30:00,15.6,76.0,1.9,63.0
2020-04-17 17:40:00,15.6,76.7,2.1,65.0
2020-04-17 17:50:00,15.6,77.4,2.2,68.0
2020-04-17 18:00:00,15.6,78.0,2.3,70.0
2020-04-17 18:10:00,15.6,78.5,2.3,72.0
2020-04-17 18:20:00,15.6,78.8,2.2,74.0
2020-04-17 18:30:00,15.6,79.1,2.1,76.0
2020-04-17 18:40:00,15.6,79.3,2.0,79.0
2020-04-17 18:50:00,15.5,79.6,2.0,81.0
2020-04-17 19:00:00,15.5,79.9,1.9,83.0
2020-04-17 19:10:00,15.5,80.2,1.8,85.0
2020-04-17 19:20:00,15.4,80.6,1.8,87.0
2020-04-17 19:30:00,15.4,81.0,1.8,89.0
2020-04-17 19:40:00,15.4,81.4,1.7,92.0
2020-04-17 19:50:00,15.3,81.8,1.7,94.0
2020-04-17 20:00:00,15.3,82.1,1.7,96.0
2020-04-17 20:10:00,15.2,82.4,1.6,98.0
2020-04-17 20:20:00,15.2,82.6,1.6,100.0
2020-04-17 20:30:00,15.2,82.8,1.5,102.0
2020-04-17 20:40:00,15.2,83.0,1.4,104.0
2020-04-17 20:50:00,15.2,83.2,1.3,106.0
2020-04-17 21:00:00,15.1,83.4,1.3,108.0
2020-04-17 21:10:00,15.1,83.5,1.2,110.0
2020-04-17 21:20:00,15.1,83.5,1.2,112.0
2020-04-17 21:30:00,15.1,83.5,1.2,114.0
2020-04-17 21:40:00,15.1,83.6,1.1,116.0
2020-04-17 21:50:00,15.0,83.6,1.1,118.0
2020-04-17 22:00:00,15.0,83.6,1.1,120.0
2020-04-17 22:10:00,15.0,83.6,1.1,122.0
2020-04-17 22:20:00,15.0,83.6,1.0,124.0
2020-04-17 22:30:00,15.0,83.6,1.0,125.0
2020-04-17 22:40:00,14.9,83.6,1.0,127.0
2020-04-17 22:50:00,14.9,83.6,0.9,129.0
2020-04-17 23:00:00,14.9,83.6,0.9,130.0
2020-04-17 23:10:00,14.9,83.6,0.8,132.0
2020-04-17 23:20:00,14.8,83.6,0.7,133.0
2020-04-17 23:30:00,14.8,83.6,0.6,134.0
2020-04-17 23:40:00,14.7,83.6,0.5,136.0
2020-04-17 23:50:00,14.7,83.6,0.4,137.0
2020-04-18 00:00:00,14.6,83.6,0.4,138.0
2020-04-18 00:10:00,14.6,83.7,0.4,139.0
2020-04-18 00:20:00,14.6,84.0,0.5,139.0
2020-04-18 00:30:00,14.5,84.3,0.6,140.0
2020-04-18 00:40:00,14.5,84.5,0.7,141.0
2020-04-18 00:50:00,14.5,84.8,0.8,141.0
2020-04-18 01:00:00,14.4,85.0,0.9,141.0
2020-04-18 01:10:00,14.4,85.1,0.9,141.0
2020-04-18 01:20:00,14.4,85.0,1.0,141.0
2020-04-18 01:30:00,14.4,84.8,1.0,141.0
2020-04-18 01:40:00,14.4,84.7,1.0,141.0
2020-04-18 01:50:00,14.3,84.6,1.0,140.0
2020-04-18 02:00:00,14.3,84.4,1.0,139.0
2020-04-18 02:10:00,14.3,84.2,1.0,139.0
2020-04-18 02:20:00,14.3,83.7,1.1,138.0
2020-04-18 02:30:00,14.3,83.3,1.2,137.0
2020-04-18 02:40:00,14.3,82.9,1.2,136.0
2020-04-18 02:50:00,14.3,82.5,1.3,134.0
2020-04-18 03:00:00,14.3,82.1,1.4,133.0
2020-04-18 03:10:00,14.3,81.9,1.4,132.0
2020-04-18 03:20:00,14.3,81.8,1.5,130.0
2020-04-18 03:30:00,14.3,81.8,1.5,128.0
2020-04-18 03:40:00,14.2,81.7,1.6,127.0
2020-04-18 03:50:00,14.2,81.7,1.7,125.0
2020-04-18 04:00:00,14.2,81.7,1.7,123.0
2020-04-18 04:10:00,14.2,81.8,1.8,122.0
2020-04-18 04:20:00,14.1,82.1,1.9,120.0
2020-04-18 04:30:00,14.1,82.5,2.0,118.0
2020-04-18 04:40:00,14.0,82.9,2.0,116.0
2020-04-18 04:50:00,14.0,83.2,2.1,114.0
2020-04-18 05:00:00,13.9,83.4,2.2,112.0
2020-04-18 05:10:00,13.9,83.4,2.2,110.0
2020-04-18 05:20:00,13.9,82.9,2.1,108.0
2020-04-18 05:30:00,13.8,82.4,2.0,106.0
2020-04-18 05:40:00,13.8,81.9,1.9,104.0
2020-04-18 05:50:00,13.8,81.3,1.8,102.0
2020-04-18 06:00:00,13.7,80.9,1.8,100.0
2020-04-18 06:10:00,13.7,80.7,1.8,98.0
2020-04-18 06:20:00,13.7,80.9,1.9,96.0
2020-04-18 06:30:00,13.7,81.1,1.9,94.0
2020-04-18 06:40:00,13.7,81.3,2.0,91.0
2020-04-18 06:50:00,13.7,81.5,2.1,89.0
2020-04-18 07:00:00,13.7,81.5,2.2,87.0
2020-04-18 07:10:00,13.8,81.2,2.2,85.0
2020-04-18 07:20:00,13.9,80.3,2.2,83.0
2020-04-18 07:30:00,14.0,79.3,2.2,81.0
2020-04-18 07:40:00,14.1,78.3,2.2,78.0
2020-04-18 07:50:00,14.2,77.3,2.1,76.0
2020-04-18 08:00:00,14.4,76.4,2.1,74.0
2020-04-18 08:10:00,14.5,75.5,2.1,72.0
2020-04-18 08:20:00,14.6,74.7,2.1,70.0
2020-04-18 08:30:00,14.6,73.9,2.1,67.0
2020-04-18 08:40:00,14.7,73.1,2.1,65.0
2020-04-18 08:50:00,14.8,72.4,2.1,63.0
2020-04-18 09:00:00,14.9,71.7,2.2,61.0
2020-04-18 09:10:00,15.0,71.0,2.2,59.0
2020-04-18 09:20:00,15.1,70.5,2.3,56.0
2020-04-18 09:30:00,15.2,69.9,2.3,54.0
2020-04-18 09:40:00,15.3,69.4,2.4,52.0
2020-04-18 09:50:00,15.4,68.9,2.4,50.0
2020-04-18 10:00:00,15.5,68.4,2.4,48.0
2020-04-18 10:10:00,15.6,67.9,2.4,45.0
2020-04-18 10:20:00,15.7,67.5,2.3,43.0
2020-04-18 10:30:00,15.7,67.1,2.2,41.0
2020-04-18 10:40:00,15.8,66.8,2.1,39.0
2020-04-18 10:50:00,15.9,66.4,2.0,37.0
2020-04-18 11:00:00,15.9,66.0,1.9,35.0
2020-04-18 11:10:00,16.0,65.8,1.7,33.0
2020-04-18 11:20:00,16.0,65.8,1.5,31.0
2020-04-18 11:30:00,15.9,65.7,1.5,29.0
2020-04-18 11:40:00,15.9,65.7,1.6,27.0
2020-04-18 11:50:00,15.9,65.7,1.8,26.0
2020-04-18 12:00:00,15.9,65.7,2.0,24.0
2020-04-18 12:10:00,15.9,65.7,2.1,22.0
2020-04-18 12:20:00,16.0,65.7,1.8,21.0
2020-04-18 12:30:00,16.0,65.8,1.5,20.0
2020-04-18 12:40:00,16.1,65.9,1.2,19.0
2020-04-18 12:50:00,16.1,65.9,1.0,18.0
2020-04-18 13:00:00,16.2,66.0,0.8,18.0
2020-04-18 13:10:00,16.2,66.1,0.6,17.0
2020-04-18 13:20:00,16.2,66.3,0.6,18.0
2020-04-18 13:30:00,16.1,66.4,0.5,18.0
2020-04-18 13:40:00,16.1,66.6,0.5,19.0
2020-04-18 13:50:00,16.0,66.7,0.5,20.0
2020-04-18 14:00:00,16.0,66.9,0.6,21.0
2020-04-18 14:10:00,15.9,66.9,0.6,22.0
2020-04-18 14:20:00,15.9,66.8,0.8,24.0
2020-04-18 14:30:00,15.8,66.7,0.9,26.0
2020-04-18 14:40:00,15.7,66.5,1.1,27.0
2020-04-18 14:50:00,15.7,66.4,1.2,29.0
2020-04-18 15:00:00,15.6,66.2,1.4,31.0
2020-04-18 15:10:00,15.6,65.8,1.6,33.0
2020-04-18 15:20:00,15.6,65.1,1.8,35.0
2020-04-18 15:30:00,15.6,64.4,2.0,37.0
2020-04-18 15:40:00,15.7,63.6,2.2,39.0
2020-04-18 15:50:00,15.7,62.9,2.5,41.0
2020-04-18 16:00:00,15.7,62.2,2.7,43.0
2020-04-18 16:10:00,15.8,61.4,2.8,46.0
2020-04-18 16:20:00,15.9,60.5,2.8,48.0
2020-04-18 16:30:00,16.0,59.7,2.8,50.0
2020-04-18 16:40:00,16.1,58.8,2.8,52.0
2020-04-18 16:50:00,16.2,58.0,2.8,54.0
2020-04-18 17:00:00,16.2,57.5,2.8,56.0
2020-04-18 17:10:00,16.2,57.7,2.8,59.0
2020-04-18 17:20:00,16.1,59.2,2.9,61.0
2020-04-18 17:30:00,16.1,60.8,3.0,63.0
2020-04-18 17:40:00,16.0,62.5,3.1,65.0
2020-04-18 17:50:00,15.9,64.2,3.2,67.0
2020-04-18 18:00:00,15.8,65.7,3.3,70.0
2020-04-18 18:10:00,15.7,67.0,3.4,72.0
2020-04-18 18:20:00,15.6,67.7,3.4,74.0
2020-04-18 18:30:00,15.6,68.4,3.5,76.0
2020-04-18 18:40:00,15.5,69.1,3.6,78.0
2020-04-18 18:50:00,15.5,69.8,3.6,81.0
2020-04-18 19:00:00,15.4,70.4,3.7,83.0
2020-04-18 19:10:00,15.3,70.8,3.8,85.0
2020-04-18 19:20:00,15.3,71.1,3.8,87.0
2020-04-18 19:30:00,15.2,71.3,3.9,89.0
2020-04-18 19:40:00,15.2,71.5,3.9,91.0
2020-04-18 19:50:00,15.1,71.7,4.0,94.0
2020-04-18 20:00:00,15.1,71.8,4.0,96.0
2020-04-18 20:10:00,15.1,71.7,4.0,98.0
2020-04-18 20:20:00,15.0,71.2,4.0,100.0
2020-04-18 20:30:00,15.0,70.7,3.9,102.0
2020-04-18 20:40:00,15.0,70.2,3.8,104.0
2020-04-18 20:50:00,15.0,69.7,3.7,106.0
2020-04-18 21:00:00,15.0,69.3,3.6,108.0
2020-04-18 21:10:00,14.9,69.1,3.6,110.0
2020-04-18 21:20:00,14.9,69.3,3.6,112.0
2020-04-18 21:30:00,14.8,69.5,3.6,114.0
2020-04-18 21:40:00,14.8,69.7,3.7,116.0
2020-04-18 21:50:00,14.7,70.0,3.7,118.0
2020-04-18 22:00:00,14.7,70.2,3.7,120.0
2020-04-18 22:10:00,14.6,70.6,3.8,122.0
2020-04-18 22:20:00,14.6,71.0,3.8,123.0
2020-04-18 22:30:00,14.5,71.5,3.8,125.0
2020-04-18 22:40:00,14.5,72.0,3.9,127.0
2020-04-18 22:50:00,14.4,72.5,3.9,128.0
2020-04-18 23:00:00,14.4,73.0,4.0,130.0
2020-04-18 23:10:00,14.3,73.7,4.0,131.0
2020-04-18 23:20:00,14.3,74.6,3.9,133.0
2020-04-18 23:30:00,14.3,75.5,3.9,134.0
2020-04-18 23:40:00,14.3,76.4,3.9,135.0
2020-04-18 23:50:00,14.3,77.3,3.9,136.0
2020-04-19 00:00:00,14.3,78.1,3.9,137.0
2020-04-19 00:10:00,14.3,78.7,3.9,138.0
2020-04-19 00:20:00,14.3,79.0,3.9,139.0
2020-04-19 00:30:00,14.3,79.2,3.9,140.0
