PeriodEnd;PeriodStart;Period;AirTemp;RelativeHumidity;WindSpeed10m;Zenith
2020-03-31T00:20:00Z;2020-03-31T00:10:00Z;PT10M;14.3;87.1;0.7;145
2020-03-31T00:30:00Z;2020-03-31T00:20:00Z;PT10M;14.2;87.1;0.7;146
2020-03-31T00:40:00Z;2020-03-31T00:30:00Z;PT10M;14.2;87.1;0.8;147
2020-03-31T00:50:00Z;2020-03-31T00:40:00Z;PT10M;14.2;87.1;0.8;147
2020-03-31T01:00:00Z;2020-03-31T00:50:00Z;PT10M;14.1;87.1;0.8;148
2020-03-31T01:10:00Z;2020-03-31T01:00:00Z;PT10M;14.1;87.0;0.9;148
2020-03-31T01:20:00Z;2020-03-31T01:10:00Z;PT10M;14.0;87.0;1.0;148
2020-03-31T01:30:00Z;2020-03-31T01:20:00Z;PT10M;14.0;86.9;1.1;148
2020-03-31T01:40:00Z;2020-03-31T01:30:00Z;PT10M;13.9;86.8;1.2;147
2020-03-31T01:50:00Z;2020-03-31T01:40:00Z;PT10M;13.9;86.8;1.2;147
2020-03-31T02:00:00Z;2020-03-31T01:50:00Z;PT10M;13.8;86.6;1.3;146
2020-03-31T02:10:00Z;2020-03-31T02:00:00Z;PT10M;13.8;86.4;1.3;145
2020-03-31T02:20:00Z;2020-03-31T02:10:00Z;PT10M;13.7;86.0;1.1;144
2020-03-31T02:30:00Z;2020-03-31T02:20:00Z;PT10M;13.7;85.5;0.9;143
2020-03-31T02:40:00Z;2020-03-31T02:30:00Z;PT10M;13.7;85.1;0.7;142
2020-03-31T02:50:00Z;2020-03-31T02:40:00Z;PT10M;13.6;84.6;0.6;141
2020-03-31T03:00:00Z;2020-03-31T02:50:00Z;PT10M;13.6;84.2;0.4;139
2020-03-31T03:10:00Z;2020-03-31T03:00:00Z;PT10M;13.6;83.8;0.3;138
2020-03-31T03:20:00Z;2020-03-31T03:10:00Z;PT10M;13.6;83.5;0.3;136
2020-03-31T03:30:00Z;2020-03-31T03:20:00Z;PT10M;13.5;83.1;0.2;134
2020-03-31T03:40:00Z;2020-03-31T03:30:00Z;PT10M;13.5;82.8;0.2;133
2020-03-31T03:50:00Z;2020-03-31T03:40:00Z;PT10M;13.5;82.4;0.1;131
2020-03-31T04:00:00Z;2020-03-31T03:50:00Z;PT10M;13.5;82.1;0.1;129
2020-03-31T04:10:00Z;2020-03-31T04:00:00Z;PT10M;13.5;81.9;0.1;127
2020-03-31T04:20:00Z;2020-03-31T04:10:00Z;PT10M;13.5;82.0;0.2;125
2020-03-31T04:30:00Z;2020-03-31T04:20:00Z;PT10M;13.5;82.0;0.3;123
2020-03-31T04:40:00Z;2020-03-31T04:30:00Z;PT10M;13.5;82.0;0.5;121
2020-03-31T04:50:00Z;2020-03-31T04:40:00Z;PT10M;13.5;82.1;0.6;119
2020-03-31T05:00:00Z;2020-03-31T04:50:00Z;PT10M;13.5;82.2;0.7;117
2020-03-31T05:10:00Z;2020-03-31T05:00:00Z;PT10M;13.4;82.4;0.8;115
2020-03-31T05:20:00Z;2020-03-31T05:10:00Z;PT10M;13.4;82.8;0.7;113
2020-03-31T05:30:00Z;2020-03-31T05:20:00Z;PT10M;13.3;83.3;0.7;111
2020-03-31T05:40:00Z;2020-03-31T05:30:00Z;PT10M;13.2;83.8;0.6;109
2020-03-31T05:50:00Z;2020-03-31T05:40:00Z;PT10M;13.1;84.3;0.6;107
2020-03-31T06:00:00Z;2020-03-31T05:50:00Z;PT10M;13.0;84.8;0.5;104
2020-03-31T06:10:00Z;2020-03-31T06:00:00Z;PT10M;12.9;85.1;0.5;102
2020-03-31T06:20:00Z;2020-03-31T06:10:00Z;PT10M;12.9;85.3;0.4;100
2020-03-31T06:30:00Z;2020-03-31T06:20:00Z;PT10M;12.9;85.5;0.4;98
2020-03-31T06:40:00Z;2020-03-31T06:30:00Z;PT10M;12.9;85.7;0.4;96
2020-03-31T06:50:00Z;2020-03-31T06:40:00Z;PT10M;12.9;85.9;0.4;94
2020-03-31T07:00:00Z;2020-03-31T06:50:00Z;PT10M;12.9;85.8;0.4;91
2020-03-31T07:10:00Z;2020-03-31T07:00:00Z;PT10M;13.0;85.5;0.4;89
2020-03-31T07:20:00Z;2020-03-31T07:10:00Z;PT10M;13.2;84.5;0.4;87
2020-03-31T07:30:00Z;2020-03-31T07:20:00Z;PT10M;13.4;83.4;0.4;85
2020-03-31T07:40:00Z;2020-03-31T07:30:00Z;PT10M;13.6;82.4;0.5;83
2020-03-31T07:50:00Z;2020-03-31T07:40:00Z;PT10M;13.8;81.4;0.5;80
2020-03-31T08:00:00Z;2020-03-31T07:50:00Z;PT10M;14.0;80.4;0.6;78
2020-03-31T08:10:00Z;2020-03-31T08:00:00Z;PT10M;14.2;79.5;0.7;76
2020-03-31T08:20:00Z;2020-03-31T08:10:00Z;PT10M;14.3;78.8;0.8;74
2020-03-31T08:30:00Z;2020-03-31T08:20:00Z;PT10M;14.5;78.1;0.9;72
2020-03-31T08:40:00Z;2020-03-31T08:30:00Z;PT10M;14.7;77.4;1.0;69
2020-03-31T08:50:00Z;2020-03-31T08:40:00Z;PT10M;14.8;76.7;1.2;67
2020-03-31T09:00:00Z;2020-03-31T08:50:00Z;PT10M;15.0;76.1;1.3;65
2020-03-31T09:10:00Z;2020-03-31T09:00:00Z;PT10M;15.1;75.7;1.4;63
2020-03-31T09:20:00Z;2020-03-31T09:10:00Z;PT10M;15.2;75.5;1.5;61
2020-03-31T09:30:00Z;2020-03-31T09:20:00Z;PT10M;15.3;75.5;1.6;59
2020-03-31T09:40:00Z;2020-03-31T09:30:00Z;PT10M;15.4;75.4;1.7;56
2020-03-31T09:50:00Z;2020-03-31T09:40:00Z;PT10M;15.6;75.3;1.8;54
2020-03-31T10:00:00Z;2020-03-31T09:50:00Z;PT10M;15.7;75.2;1.9;52
2020-03-31T10:10:00Z;2020-03-31T10:00:00Z;PT10M;15.8;75.1;2.0;50
2020-03-31T10:20:00Z;2020-03-31T10:10:00Z;PT10M;15.9;75.0;2.0;48
2020-03-31T10:30:00Z;2020-03-31T10:20:00Z;PT10M;16.0;74.9;2.1;46
2020-03-31T10:40:00Z;2020-03-31T10:30:00Z;PT10M;16.1;74.8;2.1;44
2020-03-31T10:50:00Z;2020-03-31T10:40:00Z;PT10M;16.2;74.7;2.2;42
2020-03-31T11:00:00Z;2020-03-31T10:50:00Z;PT10M;16.3;74.6;2.2;40
2020-03-31T11:10:00Z;2020-03-31T11:00:00Z;PT10M;16.3;74.7;2.2;38
2020-03-31T11:20:00Z;2020-03-31T11:10:00Z;PT10M;16.4;74.9;2.2;36
2020-03-31T11:30:00Z;2020-03-31T11:20:00Z;PT10M;16.4;75.1;2.3;35
2020-03-31T11:40:00Z;2020-03-31T11:30:00Z;PT10M;16.4;75.3;2.3;33
2020-03-31T11:50:00Z;2020-03-31T11:40:00Z;PT10M;16.4;75.6;2.3;31
2020-03-31T12:00:00Z;2020-03-31T11:50:00Z;PT10M;16.4;75.9;2.3;30
2020-03-31T12:10:00Z;2020-03-31T12:00:00Z;PT10M;16.4;76.2;2.4;29
2020-03-31T12:20:00Z;2020-03-31T12:10:00Z;PT10M;16.4;76.7;2.4;27
2020-03-31T12:30:00Z;2020-03-31T12:20:00Z;PT10M;16.4;77.3;2.5;26
2020-03-31T12:40:00Z;2020-03-31T12:30:00Z;PT10M;16.4;77.8;2.6;26
2020-03-31T12:50:00Z;2020-03-31T12:40:00Z;PT10M;16.4;78.4;2.6;25
2020-03-31T13:00:00Z;2020-03-31T12:50:00Z;PT10M;16.4;78.9;2.7;24
2020-03-31T13:10:00Z;2020-03-31T13:00:00Z;PT10M;16.3;79.4;2.7;24
2020-03-31T13:20:00Z;2020-03-31T13:10:00Z;PT10M;16.3;79.8;2.7;24
2020-03-31T13:30:00Z;2020-03-31T13:20:00Z;PT10M;16.2;80.3;2.6;24
2020-03-31T13:40:00Z;2020-03-31T13:30:00Z;PT10M;16.2;80.7;2.6;25
2020-03-31T13:50:00Z;2020-03-31T13:40:00Z;PT10M;16.1;81.1;2.6;26
2020-03-31T14:00:00Z;2020-03-31T13:50:00Z;PT10M;16.0;81.4;2.5;26
2020-03-31T14:10:00Z;2020-03-31T14:00:00Z;PT10M;16.0;81.7;2.5;27
2020-03-31T14:20:00Z;2020-03-31T14:10:00Z;PT10M;16.0;81.6;2.5;29
2020-03-31T14:30:00Z;2020-03-31T14:20:00Z;PT10M;16.0;81.6;2.5;30
2020-03-31T14:40:00Z;2020-03-31T14:30:00Z;PT10M;16.0;81.5;2.5;31
2020-03-31T14:50:00Z;2020-03-31T14:40:00Z;PT10M;16.0;81.5;2.5;33
2020-03-31T15:00:00Z;2020-03-31T14:50:00Z;PT10M;16.0;81.4;2.5;35
2020-03-31T15:10:00Z;2020-03-31T15:00:00Z;PT10M;16.0;81.3;2.5;36
2020-03-31T15:20:00Z;2020-03-31T15:10:00Z;PT10M;16.1;81.0;2.5;38
2020-03-31T15:30:00Z;2020-03-31T15:20:00Z;PT10M;16.1;80.8;2.4;40
2020-03-31T15:40:00Z;2020-03-31T15:30:00Z;PT10M;16.1;80.5;2.4;42
2020-03-31T15:50:00Z;2020-03-31T15:40:00Z;PT10M;16.2;80.3;2.3;44
2020-03-31T16:00:00Z;2020-03-31T15:50:00Z;PT10M;16.2;80.0;2.3;46
2020-03-31T16:10:00Z;2020-03-31T16:00:00Z;PT10M;16.2;79.9;2.2;48
2020-03-31T16:20:00Z;2020-03-31T16:10:00Z;PT10M;16.2;79.8;2.1;50
2020-03-31T16:30:00Z;2020-03-31T16:20:00Z;PT10M;16.2;79.7;2.1;52
2020-03-31T16:40:00Z;2020-03-31T16:30:00Z;PT10M;16.2;79.6;2.0;54
2020-03-31T16:50:00Z;2020-03-31T16:40:00Z;PT10M;16.1;79.5;2.0;56
2020-03-31T17:00:00Z;2020-03-31T16:50:00Z;PT10M;16.1;79.4;1.9;59
2020-03-31T17:10:00Z;2020-03-31T17:00:00Z;PT10M;16.1;79.5;1.8;61
2020-03-31T17:20:00Z;2020-03-31T17:10:00Z;PT10M;16.0;79.7;1.7;63
2020-03-31T17:30:00Z;2020-03-31T17:20:00Z;PT10M;15.9;79.9;1.6;65
2020-03-31T17:40:00Z;2020-03-31T17:30:00Z;PT10M;15.9;80.1;1.4;67
2020-03-31T17:50:00Z;2020-03-31T17:40:00Z;PT10M;15.8;80.3;1.3;69
2020-03-31T18:00:00Z;2020-03-31T17:50:00Z;PT10M;15.7;80.5;1.2;72
2020-03-31T18:10:00Z;2020-03-31T18:00:00Z;PT10M;15.6;80.8;1.1;74
2020-03-31T18:20:00Z;2020-03-31T18:10:00Z;PT10M;15.6;81.2;1.0;76
2020-03-31T18:30:00Z;2020-03-31T18:20:00Z;PT10M;15.5;81.7;1.0;78
2020-03-31T18:40:00Z;2020-03-31T18:30:00Z;PT10M;15.4;82.1;0.9;80
2020-03-31T18:50:00Z;2020-03-31T18:40:00Z;PT10M;15.3;82.5;0.8;83
2020-03-31T19:00:00Z;2020-03-31T18:50:00Z;PT10M;15.2;82.9;0.7;85
2020-03-31T19:10:00Z;2020-03-31T19:00:00Z;PT10M;15.2;83.2;0.7;87
2020-03-31T19:20:00Z;2020-03-31T19:10:00Z;PT10M;15.1;83.5;0.6;89
2020-03-31T19:30:00Z;2020-03-31T19:20:00Z;PT10M;15.1;83.7;0.5;91
2020-03-31T19:40:00Z;2020-03-31T19:30:00Z;PT10M;15.0;83.9;0.4;94
2020-03-31T19:50:00Z;2020-03-31T19:40:00Z;PT10M;15.0;84.1;0.3;96
2020-03-31T20:00:00Z;2020-03-31T19:50:00Z;PT10M;15.0;84.3;0.2;98
2020-03-31T20:10:00Z;2020-03-31T20:00:00Z;PT10M;14.9;84.5;0.1;100
2020-03-31T20:20:00Z;2020-03-31T20:10:00Z;PT10M;14.9;84.6;0.1;102
2020-03-31T20:30:00Z;2020-03-31T20:20:00Z;PT10M;14.9;84.7;0.2;104
2020-03-31T20:40:00Z;2020-03-31T20:30:00Z;PT10M;14.8;84.8;0.3;107
2020-03-31T20:50:00Z;2020-03-31T20:40:00Z;PT10M;14.8;84.9;0.4;109
2020-03-31T21:00:00Z;2020-03-31T20:50:00Z;PT10M;14.8;84.9;0.5;111
2020-03-31T21:10:00Z;2020-03-31T21:00:00Z;PT10M;14.7;84.9;0.7;113
2020-03-31T21:20:00Z;2020-03-31T21:10:00Z;PT10M;14.8;84.7;0.8;115
2020-03-31T21:30:00Z;2020-03-31T21:20:00Z;PT10M;14.8;84.4;0.9;117
2020-03-31T21:40:00Z;2020-03-31T21:30:00Z;PT10M;14.8;84.2;1.1;119
2020-03-31T21:50:00Z;2020-03-31T21:40:00Z;PT10M;14.8;83.9;1.2;121
2020-03-31T22:00:00Z;2020-03-31T21:50:00Z;PT10M;14.8;83.7;1.3;123
2020-03-31T22:10:00Z;2020-03-31T22:00:00Z;PT10M;14.8;83.7;1.4;125
2020-03-31T22:20:00Z;2020-03-31T22:10:00Z;PT10M;14.7;83.8;1.5;127
2020-03-31T22:30:00Z;2020-03-31T22:20:00Z;PT10M;14.7;84.0;1.5;129
2020-03-31T22:40:00Z;2020-03-31T22:30:00Z;PT10M;14.6;84.1;1.6;131
2020-03-31T22:50:00Z;2020-03-31T22:40:00Z;PT10M;14.6;84.3;1.7;132
2020-03-31T23:00:00Z;2020-03-31T22:50:00Z;PT10M;14.6;84.3;1.7;134
2020-03-31T23:10:00Z;2020-03-31T23:00:00Z;PT10M;14.5;84.1;1.7;136
2020-03-31T23:20:00Z;2020-03-31T23:10:00Z;PT10M;14.5;83.4;1.7;137
2020-03-31T23:30:00Z;2020-03-31T23:20:00Z;PT10M;14.4;82.7;1.6;139
2020-03-31T23:40:00Z;2020-03-31T23:30:00Z;PT10M;14.4;82.0;1.6;140
2020-03-31T23:50:00Z;2020-03-31T23:40:00Z;PT10M;14.3;81.3;1.5;142
2020-04-01T00:00:00Z;2020-03-31T23:50:00Z;PT10M;14.3;80.8;1.5;143
2020-04-01T00:10:00Z;2020-04-01T00:00:00Z;PT10M;14.2;80.5;1.5;144
2020-04-01T00:20:00Z;2020-04-01T00:10:00Z;PT10M;14.1;80.6;1.5;145
2020-04-01T00:30:00Z;2020-04-01T00:20:00Z;PT10M;14.1;80.8;1.6;146
2020-04-01T00:40:00Z;2020-04-01T00:30:00Z;PT10M;14.0;81.1;1.6;147
2020-04-01T00:50:00Z;2020-04-01T00:40:00Z;PT10M;14.0;81.3;1.7;147
2020-04-01T01:00:00Z;2020-04-01T00:50:00Z;PT10M;13.9;81.4;1.8;147
2020-04-01T01:10:00Z;2020-04-01T01:00:00Z;PT10M;13.9;81.5;1.8;148
2020-04-01T01:20:00Z;2020-04-01T01:10:00Z;PT10M;13.9;81.5;1.8;148
2020-04-01T01:30:00Z;2020-04-01T01:20:00Z;PT10M;13.9;81.5;1.8;147
2020-04-01T01:40:00Z;2020-04-01T01:30:00Z;PT10M;13.8;81.4;1.8;147
2020-04-01T01:50:00Z;2020-04-01T01:40:00Z;PT10M;13.8;81.4;1.8;146
2020-04-01T02:00:00Z;2020-04-01T01:50:00Z;PT10M;13.8;81.4;1.8;146
2020-04-01T02:10:00Z;2020-04-01T02:00:00Z;PT10M;13.8;81.4;1.8;145
2020-04-01T02:20:00Z;2020-04-01T02:10:00Z;PT10M;13.7;81.6;1.7;144
2020-04-01T02:30:00Z;2020-04-01T02:20:00Z;PT10M;13.7;81.8;1.7;143
2020-04-01T02:40:00Z;2020-04-01T02:30:00Z;PT10M;13.6;82.0;1.7;142
2020-04-01T02:50:00Z;2020-04-01T02:40:00Z;PT10M;13.6;82.2;1.8;140
2020-04-01T03:00:00Z;2020-04-01T02:50:00Z;PT10M;13.5;82.4;1.8;139
2020-04-01T03:10:00Z;2020-04-01T03:00:00Z;PT10M;13.5;82.7;1.8;137
2020-04-01T03:20:00Z;2020-04-01T03:10:00Z;PT10M;13.4;83.0;1.8;136
2020-04-01T03:30:00Z;2020-04-01T03:20:00Z;PT10M;13.4;83.4;1.8;134
2020-04-01T03:40:00Z;2020-04-01T03:30:00Z;PT10M;13.3;83.8;1.8;132
2020-04-01T03:50:00Z;2020-04-01T03:40:00Z;PT10M;13.3;84.2;1.8;130
2020-04-01T04:00:00Z;2020-04-01T03:50:00Z;PT10M;13.2;84.4;1.9;129
2020-04-01T04:10:00Z;2020-04-01T04:00:00Z;PT10M;13.2;84.6;1.9;127
2020-04-01T04:20:00Z;2020-04-01T04:10:00Z;PT10M;13.2;84.5;2.1;125
2020-04-01T04:30:00Z;2020-04-01T04:20:00Z;PT10M;13.2;84.3;2.2;123
2020-04-01T04:40:00Z;2020-04-01T04:30:00Z;PT10M;13.2;84.1;2.4;121
2020-04-01T04:50:00Z;2020-04-01T04:40:00Z;PT10M;13.2;84.0;2.6;119
2020-04-01T05:00:00Z;2020-04-01T04:50:00Z;PT10M;13.2;83.8;2.7;117
2020-04-01T05:10:00Z;2020-04-01T05:00:00Z;PT10M;13.2;83.5;2.8;115
2020-04-01T05:20:00Z;2020-04-01T05:10:00Z;PT10M;13.2;83.2;2.7;113
2020-04-01T05:30:00Z;2020-04-01T05:20:00Z;PT10M;13.2;82.8;2.6;111
2020-04-01T05:40:00Z;2020-04-01T05:30:00Z;PT10M;13.3;82.4;2.5;108
2020-04-01T05:50:00Z;2020-04-01T05:40:00Z;PT10M;13.3;82.1;2.4;106
2020-04-01T06:00:00Z;2020-04-01T05:50:00Z;PT10M;13.3;81.7;2.4;104
2020-04-01T06:10:00Z;2020-04-01T06:00:00Z;PT10M;13.3;81.4;2.3;102
2020-04-01T06:20:00Z;2020-04-01T06:10:00Z;PT10M;13.3;81.1;2.1;100
2020-04-01T06:30:00Z;2020-04-01T06:20:00Z;PT10M;13.2;80.8;2.0;98
2020-04-01T06:40:00Z;2020-04-01T06:30:00Z;PT10M;13.2;80.5;1.8;96
2020-04-01T06:50:00Z;2020-04-01T06:40:00Z;PT10M;13.2;80.2;1.7;93
2020-04-01T07:00:00Z;2020-04-01T06:50:00Z;PT10M;13.2;79.8;1.6;91
2020-04-01T07:10:00Z;2020-04-01T07:00:00Z;PT10M;13.3;79.2;1.4;89
2020-04-01T07:20:00Z;2020-04-01T07:10:00Z;PT10M;13.5;78.3;1.3;87
2020-04-01T07:30:00Z;2020-04-01T07:20:00Z;PT10M;13.7;77.4;1.2;85
2020-04-01T07:40:00Z;2020-04-01T07:30:00Z;PT10M;13.9;76.6;1.1;82
2020-04-01T07:50:00Z;2020-04-01T07:40:00Z;PT10M;14.1;75.7;1.0;80
2020-04-01T08:00:00Z;2020-04-01T07:50:00Z;PT10M;14.3;74.9;1.0;78
2020-04-01T08:10:00Z;2020-04-01T08:00:00Z;PT10M;14.4;74.3;0.9;76
2020-04-01T08:20:00Z;2020-04-01T08:10:00Z;PT10M;14.5;73.9;1.0;74
2020-04-01T08:30:00Z;2020-04-01T08:20:00Z;PT10M;14.7;73.6;1.2;71
2020-04-01T08:40:00Z;2020-04-01T08:30:00Z;PT10M;14.8;73.2;1.3;69
2020-04-01T08:50:00Z;2020-04-01T08:40:00Z;PT10M;14.9;72.9;1.4;67
2020-04-01T09:00:00Z;2020-04-01T08:50:00Z;PT10M;15.0;72.6;1.5;65
2020-04-01T09:10:00Z;2020-04-01T09:00:00Z;PT10M;15.1;72.3;1.6;63
2020-04-01T09:20:00Z;2020-04-01T09:10:00Z;PT10M;15.2;72.2;1.8;60
2020-04-01T09:30:00Z;2020-04-01T09:20:00Z;PT10M;15.3;72.0;1.9;58
2020-04-01T09:40:00Z;2020-04-01T09:30:00Z;PT10M;15.4;71.9;2.0;56
2020-04-01T09:50:00Z;2020-04-01T09:40:00Z;PT10M;15.5;71.7;2.1;54
2020-04-01T10:00:00Z;2020-04-01T09:50:00Z;PT10M;15.6;71.6;2.2;52
2020-04-01T10:10:00Z;2020-04-01T10:00:00Z;PT10M;15.7;71.5;2.3;50
2020-04-01T10:20:00Z;2020-04-01T10:10:00Z;PT10M;15.8;71.5;2.3;48
2020-04-01T10:30:00Z;2020-04-01T10:20:00Z;PT10M;15.9;71.5;2.4;46
2020-04-01T10:40:00Z;2020-04-01T10:30:00Z;PT10M;16.0;71.5;2.4;44
2020-04-01T10:50:00Z;2020-04-01T10:40:00Z;PT10M;16.1;71.5;2.4;42
2020-04-01T11:00:00Z;2020-04-01T10:50:00Z;PT10M;16.1;71.6;2.4;40
2020-04-01T11:10:00Z;2020-04-01T11:00:00Z;PT10M;16.2;71.6;2.4;38
2020-04-01T11:20:00Z;2020-04-01T11:10:00Z;PT10M;16.2;71.8;2.3;36
2020-04-01T11:30:00Z;2020-04-01T11:20:00Z;PT10M;16.3;72.0;2.1;34
2020-04-01T11:40:00Z;2020-04-01T11:30:00Z;PT10M;16.3;72.1;2.0;33
2020-04-01T11:50:00Z;2020-04-01T11:40:00Z;PT10M;16.4;72.3;1.9;31
2020-04-01T12:00:00Z;2020-04-01T11:50:00Z;PT10M;16.4;72.5;1.8;30
2020-04-01T12:10:00Z;2020-04-01T12:00:00Z;PT10M;16.4;72.7;1.8;28
2020-04-01T12:20:00Z;2020-04-01T12:10:00Z;PT10M;16.5;72.9;1.9;27
2020-04-01T12:30:00Z;2020-04-01T12:20:00Z;PT10M;16.5;73.1;2.0;26
2020-04-01T12:40:00Z;2020-04-01T12:30:00Z;PT10M;16.5;73.3;2.1;25
2020-04-01T12:50:00Z;2020-04-01T12:40:00Z;PT10M;16.6;73.5;2.3;24
2020-04-01T13:00:00Z;2020-04-01T12:50:00Z;PT10M;16.6;73.7;2.4;24
2020-04-01T13:10:00Z;2020-04-01T13:00:00Z;PT10M;16.6;74.0;2.5;24
2020-04-01T13:20:00Z;2020-04-01T13:10:00Z;PT10M;16.5;74.3;2.5;24
2020-04-01T13:30:00Z;2020-04-01T13:20:00Z;PT10M;16.5;74.6;2.5;24
2020-04-01T13:40:00Z;2020-04-01T13:30:00Z;PT10M;16.4;74.9;2.6;24
2020-04-01T13:50:00Z;2020-04-01T13:40:00Z;PT10M;16.4;75.2;2.6;25
2020-04-01T14:00:00Z;2020-04-01T13:50:00Z;PT10M;16.4;75.5;2.6;26
2020-04-01T14:10:00Z;2020-04-01T14:00:00Z;PT10M;16.3;75.8;2.6;27
2020-04-01T14:20:00Z;2020-04-01T14:10:00Z;PT10M;16.3;76.0;2.6;28
2020-04-01T14:30:00Z;2020-04-01T14:20:00Z;PT10M;16.2;76.3;2.5;30
2020-04-01T14:40:00Z;2020-04-01T14:30:00Z;PT10M;16.2;76.5;2.5;31
2020-04-01T14:50:00Z;2020-04-01T14:40:00Z;PT10M;16.2;76.8;2.4;33
2020-04-01T15:00:00Z;2020-04-01T14:50:00Z;PT10M;16.1;77.0;2.4;34
2020-04-01T15:10:00Z;2020-04-01T15:00:00Z;PT10M;16.1;77.3;2.3;36
2020-04-01T15:20:00Z;2020-04-01T15:10:00Z;PT10M;16.0;77.5;2.2;38
2020-04-01T15:30:00Z;2020-04-01T15:20:00Z;PT10M;15.9;77.8;2.2;40
2020-04-01T15:40:00Z;2020-04-01T15:30:00Z;PT10M;15.9;78.1;2.1;42
2020-04-01T15:50:00Z;2020-04-01T15:40:00Z;PT10M;15.8;78.4;2.0;44
2020-04-01T16:00:00Z;2020-04-01T15:50:00Z;PT10M;15.7;78.6;1.9;46
2020-04-01T16:10:00Z;2020-04-01T16:00:00Z;PT10M;15.7;78.9;1.9;48
2020-04-01T16:20:00Z;2020-04-01T16:10:00Z;PT10M;15.6;79.1;1.9;50
2020-04-01T16:30:00Z;2020-04-01T16:20:00Z;PT10M;15.6;79.3;1.9;52
2020-04-01T16:40:00Z;2020-04-01T16:30:00Z;PT10M;15.5;79.5;1.9;54
2020-04-01T16:50:00Z;2020-04-01T16:40:00Z;PT10M;15.5;79.7;1.9;56
2020-04-01T17:00:00Z;2020-04-01T16:50:00Z;PT10M;15.5;80.0;1.9;58
2020-04-01T17:10:00Z;2020-04-01T17:00:00Z;PT10M;15.4;80.3;1.9;61
2020-04-01T17:20:00Z;2020-04-01T17:10:00Z;PT10M;15.4;80.7;1.8;63
2020-04-01T17:30:00Z;2020-04-01T17:20:00Z;PT10M;15.3;81.0;1.7;65
2020-04-01T17:40:00Z;2020-04-01T17:30:00Z;PT10M;15.3;81.4;1.7;67
2020-04-01T17:50:00Z;2020-04-01T17:40:00Z;PT10M;15.3;81.8;1.6;69
2020-04-01T18:00:00Z;2020-04-01T17:50:00Z;PT10M;15.2;82.2;1.5;71
2020-04-01T18:10:00Z;2020-04-01T18:00:00Z;PT10M;15.2;82.5;1.5;74
2020-04-01T18:20:00Z;2020-04-01T18:10:00Z;PT10M;15.1;82.8;1.5;76
2020-04-01T18:30:00Z;2020-04-01T18:20:00Z;PT10M;15.1;83.0;1.5;78
2020-04-01T18:40:00Z;2020-04-01T18:30:00Z;PT10M;15.1;83.3;1.6;80
2020-04-01T18:50:00Z;2020-04-01T18:40:00Z;PT10M;15.0;83.6;1.6;82
2020-04-01T19:00:00Z;2020-04-01T18:50:00Z;PT10M;15.0;83.8;1.7;85
2020-04-01T19:10:00Z;2020-04-01T19:00:00Z;PT10M;14.9;83.9;1.7;87
2020-04-01T19:20:00Z;2020-04-01T19:10:00Z;PT10M;14.9;83.9;1.6;89
2020-04-01T19:30:00Z;2020-04-01T19:20:00Z;PT10M;14.9;83.9;1.6;91
2020-04-01T19:40:00Z;2020-04-01T19:30:00Z;PT10M;14.9;83.9;1.6;93
2020-04-01T19:50:00Z;2020-04-01T19:40:00Z;PT10M;14.8;83.8;1.6;96
2020-04-01T20:00:00Z;2020-04-01T19:50:00Z;PT10M;14.8;83.8;1.7;98
2020-04-01T20:10:00Z;2020-04-01T20:00:00Z;PT10M;14.8;83.8;1.8;100
2020-04-01T20:20:00Z;2020-04-01T20:10:00Z;PT10M;14.8;83.9;1.9;102
2020-04-01T20:30:00Z;2020-04-01T20:20:00Z;PT10M;14.8;83.9;2.0;104
2020-04-01T20:40:00Z;2020-04-01T20:30:00Z;PT10M;14.7;83.9;2.2;106
2020-04-01T20:50:00Z;2020-04-01T20:40:00Z;PT10M;14.7;84.0;2.4;109
2020-04-01T21:00:00Z;2020-04-01T20:50:00Z;PT10M;14.7;84.0;2.5;111
2020-04-01T21:10:00Z;2020-04-01T21:00:00Z;PT10M;14.7;84.0;2.6;113
2020-04-01T21:20:00Z;2020-04-01T21:10:00Z;PT10M;14.6;83.8;2.6;115
2020-04-01T21:30:00Z;2020-04-01T21:20:00Z;PT10M;14.6;83.6;2.5;117
2020-04-01T21:40:00Z;2020-04-01T21:30:00Z;PT10M;14.6;83.5;2.5;119
2020-04-01T21:50:00Z;2020-04-01T21:40:00Z;PT10M;14.6;83.3;2.5;121
2020-04-01T22:00:00Z;2020-04-01T21:50:00Z;PT10M;14.5;83.2;2.5;123
2020-04-01T22:10:00Z;2020-04-01T22:00:00Z;PT10M;14.5;83.0;2.6;125
2020-04-01T22:20:00Z;2020-04-01T22:10:00Z;PT10M;14.5;82.9;2.6;127
2020-04-01T22:30:00Z;2020-04-01T22:20:00Z;PT10M;14.5;82.8;2.6;129
2020-04-01T22:40:00Z;2020-04-01T22:30:00Z;PT10M;14.5;82.6;2.7;130
2020-04-01T22:50:00Z;2020-04-01T22:40:00Z;PT10M;14.5;82.5;2.7;132
2020-04-01T23:00:00Z;2020-04-01T22:50:00Z;PT10M;14.4;82.3;2.7;134
2020-04-01T23:10:00Z;2020-04-01T23:00:00Z;PT10M;14.4;82.1;2.7;136
2020-04-01T23:20:00Z;2020-04-01T23:10:00Z;PT10M;14.3;81.7;2.7;137
2020-04-01T23:30:00Z;2020-04-01T23:20:00Z;PT10M;14.3;81.3;2.7;139
